# Author: Diyar Erol
date,close,high,low,open,volume,apple iphone,macbook,fed_rate,us_cpi,usd_index,macro_sentiment_index,rsi_14,macd,macd_signal,macd_hist,bb_mid_20,bb_upper_20,bb_lower_20,atr_14,obv,vwap_20,close_AAPL,close_AMZN,close_GOOGL,close_MSFT,close_XLK,close_IXIC,rel_AAPL_MSFT,rel_AAPL_IXIC,vix,gold,oil,tnote_10y,unemployment,dow,month,quarter,year,is_month_end,is_quarter_end,days_to_earnings,daily_return,close_lag_1,close_lag_2,close_lag_7,volume_lag_1,return_lag_1,return_lag_7,rolling_max_30d,rolling_min_30d,is_earnings_day,days_since_earnings,earnings_surprise,earnings_surprise_pct,revenue_surprise,is_product_launch,days_to_product_launch,product_type,is_wwdc,is_apple_event,event_hype_score,news_sentiment_score,news_count,positive_news_ratio,negative_news_ratio,rsi_divergence,is_rsi_oversold,is_rsi_overbought,macd_crossover,macd_crossover_days_ago,volume_ma_20,volume_spike,volume_ratio,fed_rate_x_vix,volume_x_volatility,trend_delta_x_daily_return,rsi_x_macd,vix_x_gold,volatility_regime
2015-03-27,27.43133544921875,27.75405636351956,27.35566361476696,27.72512331470832,158184800,25.0,82.0,0.11,235.976,106.8916,0.0727579058901117,41.32082138620581,0.0488539954193782,0.1948726746338756,-0.1460186792144973,28.04962587356568,28.983787684872222,27.11546406225912,0.5634104056881724,3692100800.0,28.0819242418335,27.43133354187012,18.527999877929688,27.68654441833496,35.17156219482422,18.25256729125977,4891.22021484375,0.7799293471788654,0.0056082802116785,15.06999969482422,1199.800048828125,48.869998931884766,1.95,5.4,4,3,1,2015,0,0,90.0,-0.7968508653560469,27.65167808532715,27.460268020629883,28.5931339263916,190291600.0,0.6970436870953556,1.125627792230155,29.601354598999023,27.20654487609864,0,,,,,0,28.0,,0,0,-0.013718673260076,,0,,,0.06610787680793817,0,0,0.0,,191936909.0909091,0,0.8241499811017446,1.6576999664306642,2383844887.7258306,0.006349713016186808,2.0186872187266434,18080.98636968993,1
2015-03-30,28.125741958618164,28.13241868495542,27.598258503345505,27.60938751260654,188398800,25.0,82.0,0.11,235.976,107.3941,0.0766169320178304,54.06113605753529,0.0629579931545869,0.1684897383380179,-0.1055317451834309,28.019356632232665,28.898130000107976,27.14058326435736,0.5591179654445286,3880499600.0,28.04495112576604,28.125747680664062,18.72949981689453,27.86481475830078,35.162986755371094,18.473169326782227,4947.43994140625,0.7998679940454119,0.0056849093700508,14.510000228881836,1184.800048828125,48.68000030517578,1.96,5.4,0,3,1,2015,0,0,90.0,2.5314353021015368,27.43133544921875,27.65167808532715,28.37724494934082,158184800.0,-0.7968508653560469,-0.755037826936189,29.601354598999023,27.20654487609864,0,,,,,0,25.0,,0,0,-0.013718673260076,,0,,,-0.283012399544039,0,0,0.0,,191642066.66666666,0,0.9830764365930793,1.596100025177002,2733666631.121063,0.064081646887259,3.403580633839498,17191.448979675304,0
2015-03-31,27.693965911865234,28.15245262749894,27.678386315646087,28.063425635654404,168362400,25.0,82.0,0.11,235.976,107.4396,0.0769663562741712,54.85158883273975,0.038846990577614,0.1425611887859371,-0.103714198208323,27.96449403762817,28.774700492040832,27.15428758321552,0.5506922474552606,3712137200.0,28.012971401226512,27.693965911865234,18.604999542236328,27.54501914978028,34.90543746948242,18.2834529876709,4900.8798828125,0.7933997657550597,0.0056508150728175,15.289999961853027,1183.0999755859375,47.59999847412109,1.94,5.4,1,3,1,2015,1,1,90.0,-1.5351632230296677,28.125741958618164,27.43133544921875,28.02113914489746,188398800.0,2.5314353021015368,-1.2548991457031144,29.601354598999023,27.20654487609864,0,,,,,0,24.0,,0,0,-0.013718673260076,,0,,,-0.029973092910723587,0,0,0.0,,189851323.07692307,0,0.8868118339727541,1.681899995803833,2574261089.577484,0.023567261213428368,2.1308191545525985,18089.598581577302,1
2015-04-01,27.65389442443848,27.84752793834553,27.39794254689644,27.78075729270915,162485600,25.0,77.0,0.12,236.222,107.06,0.0714165891443049,49.51305704713395,0.0163173173043205,0.1173124144896138,-0.1009950971852933,27.91675329208374,28.678183948758274,27.15532263540921,0.5308202173120772,3549651600.0,27.978898823033404,27.653902053833008,18.51300048828125,27.28630256652832,34.95694732666016,18.25698471069336,4880.22998046875,0.7910845817118181,0.0056665161610225,15.109999656677246,1208.0999755859375,50.09000015258789,1.87,5.4,2,4,2,2015,0,0,90.0,-0.1446939291912197,27.693965911865234,28.125741958618164,28.31269264221192,168362400.0,-1.5351632230296677,1.0404769620779408,29.601354598999023,27.20654487609864,0,,,,,0,23.0,,0,0,-0.2603094021102545,,0,,,0.09587990026208348,0,0,0.0,,187896628.57142857,0,0.8647605932867038,1.8131999588012695,2455157360.2149963,0.00020936333144793703,0.8079202625450069,18254.390216335305,1
2015-04-02,27.892053604125977,27.94546912676751,27.640553891058623,27.827509069328407,128880400,25.0,77.0,0.12,236.222,106.6738,0.0684507067751009,54.1687299513773,0.0174783646316036,0.0973456045180118,-0.0798672398864081,27.90462350845337,28.659136644585185,27.15011037232156,0.5077686057903537,3678532000.0,27.95883475850213,27.89204788208008,18.612499237060547,26.88010597229004,34.58780670166016,18.25256729125977,4886.93994140625,0.8064127373749116,0.0057074668844925,14.670000076293944,1200.9000244140625,49.13999938964844,1.92,5.4,3,4,2,2015,0,0,90.0,0.8612138891982868,27.65389442443848,27.693965911865234,28.19696807861328,162485600.0,-0.1446939291912197,-0.4087373993743814,29.601354598999023,27.20654487609864,0,,,,,0,22.0,,0,0,-0.2603094021102545,,0,,,-0.08541705627185814,0,0,0.0,,183962213.33333334,0,0.7005808294254051,1.7604000091552732,1890675477.832794,0.00741689362948039,0.9467808137210396,17617.203449775694,0
2015-04-06,28.34385681152344,28.3794682833922,27.671706411460807,27.70286560032175,148776000,25.0,77.0,0.12,236.222,105.7876,0.0616449974131418,55.60220974139403,0.054230114955267,0.0887225066054628,-0.0344923916501958,27.91296968460083,28.68368472510463,27.14225464409704,0.5252560748978572,3827308000.0,27.93628402253253,28.343854904174805,18.85199928283692,27.01120376586914,35.66947555541992,18.429054260253903,4917.31982421875,0.7946249408723924,0.005764086111417,14.739999771118164,1218.5999755859375,52.13999938964844,1.92,5.4,0,4,2,2015,0,0,90.0,1.6198276893123031,27.892053604125977,27.65389442443848,27.460268020629883,128880400.0,0.8612138891982868,-2.61269245661262,29.601354598999023,27.20654487609864,0,,,,,0,18.0,,0,0,-0.2603094021102545,,0,,,-0.010264957362201788,0,0,0.0,,181763075.0,0,0.8185160819930011,1.7687999725341796,2192958205.947876,0.026238417430628352,3.0153142260426646,17962.16336122132,0
2015-04-07,28.045616149902344,28.51523008704785,28.038939423968984,28.408399076017474,140049200,25.0,77.0,0.12,236.222,106.4488,0.0667227846283612,47.508418457670565,0.0586149364760544,0.0827009925795811,-0.0240860561035267,27.9003945350647,28.652705996650063,27.14808307347933,0.5215995102764206,3687258800.0,27.90990607833425,28.045616149902344,18.72050094604492,27.05638885498047,35.652305603027344,18.389345169067383,4910.22998046875,0.7866424253785401,0.0057116705859925,14.779999732971191,1210.5999755859375,53.97999954223633,1.89,5.4,1,4,2,2015,0,0,90.0,-1.0522232863519276,28.34385681152344,27.892053604125977,27.65167808532715,148776000.0,1.6198276893123031,0.6970436870953556,29.416627883911133,27.20654487609864,0,,,,,0,17.0,,0,0,-0.2603094021102545,,0,,,0.13504376750530955,0,0,0.0,,179309317.6470588,0,0.781048089623898,1.7735999679565428,2069927138.602829,0.011071738443412507,2.7847029299741703,17892.667315895087,0
2015-04-08,27.954364776611328,28.13241873682573,27.81414842912516,28.01000642692228,149316800,25.0,77.0,0.12,236.222,106.4231,0.0665254175209335,42.69716726000999,0.0541030496389076,0.0769814039914464,-0.0228783543525388,27.91252431869507,28.659836716285923,27.165211921104216,0.4999787413119446,3537942000.0,27.915967715230657,27.95436668395996,19.059999465942383,27.254026412963867,35.55786895751953,18.446701049804688,4950.81982421875,0.7861654115817974,0.0056464116401915,13.979999542236328,1203.0999755859375,50.41999816894531,1.92,5.4,2,4,2,2015,0,0,90.0,-0.3253676895643265,28.045616149902344,28.34385681152344,27.43133544921875,140049200.0,-1.0522232863519276,-0.7968508653560469,29.02713966369629,27.20654487609864,0,,,,,0,16.0,,0,0,-0.2603094021102545,,0,,,0.09801787357592928,0,0,0.0,,177643066.66666666,0,0.8405439221570146,1.6775999450683594,2087448795.6481934,0.0010586413341242794,2.310046959709061,16819.337107955944,0
2015-04-09,28.16803359985352,28.172485883590006,27.74515833951772,28.010011488182474,129936000,25.0,77.0,0.12,236.222,107.0335,0.0712130783136888,47.60694221727705,0.0669963430064619,0.0749843917944495,-0.0079880487879876,27.960598754882813,28.63703136858201,27.28416614118361,0.501091571571427,3667878000.0,27.96173872958193,28.168027877807617,19.177000045776367,27.213308334350582,35.609378814697266,18.4952335357666,4974.56005859375,0.7910283418418314,0.0056624158812086,13.09000015258789,1193.5999755859375,50.790000915527344,1.97,5.4,3,4,2,2015,0,0,90.0,0.7643486981359082,27.954364776611328,28.045616149902344,28.125741958618164,149316800.0,-0.3253676895643265,2.5314353021015368,29.02713966369629,27.20654487609864,0,,,,,0,15.0,,0,0,-0.2603094021102545,,0,,,-0.10734716163400093,0,0,0.0,,175132168.42105263,0,0.7419310865129469,1.5708000183105468,1700862259.8266602,0.005842289323420577,3.1894910302775052,15624.223862548824,0
2015-04-10,28.2882080078125,28.312690464019965,27.878686373156768,28.032256137128662,160752000,25.0,77.0,0.12,236.222,107.4526,0.0744316212990161,53.22914893783851,0.0859209974990626,0.0771717129353722,0.0087492845636904,27.99008836746216,28.669811265643048,27.310365469281265,0.4805837416352406,3828630000.0,27.99522319147904,28.288219451904297,19.13249969482422,27.23912811279297,35.8154182434082,18.565824508666992,4995.97998046875,0.7898335644066008,0.0056621963183387,12.579999923706056,1204.5999755859375,51.63999938964844,1.96,5.4,4,4,2,2015,0,0,90.0,0.4266339981914946,28.16803359985352,27.954364776611328,27.693965911865234,129936000.0,0.7643486981359082,-1.5351632230296677,28.79121780395508,27.20654487609864,0,,,,,0,14.0,,0,0,-0.2603094021102545,,0,,,-0.11383002283218535,0,0,1.0,0.0,174413160.0,0,0.9216735709621912,1.5095999908447266,2022260147.735596,0.0018201656841286022,4.573501572765253,15153.86760096741,0
2015-04-13,28.23257637023925,28.615392939431228,28.179160855071164,28.57087689703536,145460400,25.0,77.0,0.12,236.222,107.7508,0.0767216941174951,48.97269989845354,0.0953309979076593,0.0808035699298296,0.0145274279778296,28.026366806030275,28.674233131975345,27.378500480085204,0.4807434645441218,3683169600.0,28.03590842858508,28.23257637023925,19.11800003051757,27.24409294128418,35.849761962890625,18.51287841796875,4988.25,0.7875247930366681,0.0056598158412748,13.9399995803833,1199.300048828125,51.90999984741211,1.94,5.4,0,4,2,2015,0,0,90.0,-0.1966601686394731,28.2882080078125,28.16803359985352,27.65389442443848,160752000.0,0.4266339981914946,-0.1446939291912197,28.79121780395508,27.20654487609864,0,,,,,0,11.0,,0,0,-0.013718673260076,,0,,,0.07799802529563138,0,0,0.0,1.0,171320720.0,0,0.8490531676495405,1.672799949645996,2027717914.962387,0.00038675221929306003,4.6686163515519015,16718.242177417735,0
2015-04-14,28.11016082763672,28.33050127496176,28.02335999390115,28.26595676048305,102098400,25.0,77.0,0.12,236.222,107.0547,0.0713758869781816,48.888810759921405,0.0918517697819112,0.0830132099002459,0.0088385598816652,28.04138984680176,28.68199552908514,27.40078416451837,0.4791537220996059,3581071200.0,28.05562161832271,28.11016082763672,19.25550079345703,26.80413055419922,35.75534439086914,18.45552062988281,4977.2900390625,0.7861806761065689,0.0056476839016862,13.670000076293944,1192.800048828125,53.290000915527344,1.9,5.4,1,4,2,2015,0,0,90.0,-0.4335967819485753,28.23257637023925,28.2882080078125,27.892053604125977,145460400.0,-0.1966601686394731,0.8612138891982868,28.79121780395508,27.20654487609864,0,,,,,0,10.0,,0,0,-0.013718673260076,,0,,,-0.0026229902073450218,0,0,0.0,2.0,169250780.0,0,0.6032373971924975,1.640400009155273,1395685135.7894895,0.0018800616931616038,4.490523790831724,16305.576758483889,0
2015-04-15,28.216997146606445,28.2948951276814,28.045621588241563,28.134648580062343,115881600,25.0,77.0,0.12,236.222,107.1855,0.0723803857194864,61.54892743990974,0.096601690344432,0.0857309059890831,0.0108707843553488,28.038496494293213,28.675172816701643,27.401820171884783,0.4422711399264045,3696952800.0,28.05172417207484,28.21698760986328,19.17250061035156,26.86669921875,36.27898406982422,18.618770599365234,5011.02001953125,0.7777777777777778,0.0056309868050582,12.84000015258789,1201.5,56.38999938964844,1.91,5.4,2,4,2,2015,0,0,90.0,0.3800629943913058,28.11016082763672,28.23257637023925,28.34385681152344,102098400.0,-0.4335967819485753,1.6198276893123031,28.60870933532715,27.20654487609864,0,,,,,0,9.0,,0,0,-0.013718673260076,,0,,,-0.25515671598455403,0,0,0.0,3.0,164840240.0,0,0.7029933953020209,1.5408000183105468,1487919761.682129,0.0014444787970568577,5.945730429582074,15427.26018333435,0
2015-04-16,28.08122634887696,28.288213346207304,28.067872896806715,28.10570880970461,113476000,25.0,77.0,0.12,236.222,106.2761,0.0653965083850635,56.6688678379268,0.0883915452073687,0.0862630338327402,0.0021285113746284,28.01290111541748,28.59446800140937,27.43133422942559,0.4217631968148222,3583476800.0,28.01889985423898,28.081233978271484,19.302000045776367,26.98984909057617,36.193145751953125,18.552583694458008,5007.7900390625,0.7758716020631091,0.0056075102508747,12.600000381469728,1198.0,56.709999084472656,1.9,5.4,3,4,2,2015,0,0,90.0,-0.4811667131837671,28.216997146606445,28.11016082763672,28.045616149902344,115881600.0,0.3800629943913058,-1.0522232863519276,28.5931339263916,27.20654487609864,0,,,,,0,8.0,,0,0,-0.013718673260076,,0,,,0.07447581690673222,0,0,0.0,4.0,157459860.0,0,0.7206662066129107,1.5120000457763674,1429797643.287659,0.002315214058760696,5.009048793346508,15094.800457000734,0
2015-04-17,27.765182495117188,28.07454992374797,27.700637979338687,27.94323644885431,207828000,25.0,77.0,0.12,236.222,106.329,0.0658027620808969,55.033502619818606,0.0557403087435588,0.0801584888149039,-0.0244181800713451,27.9822979927063,28.54731914122954,27.41727684418306,0.4204914554423705,3375648800.0,27.97987324796096,27.765186309814453,18.777999877929688,26.45453834533692,35.729576110839844,18.296688079833984,4931.81005859375,0.7770925191970272,0.0056298166352601,13.890000343322754,1202.9000244140625,55.7400016784668,1.87,5.4,4,4,2,2015,0,0,90.0,-1.1254631469199028,28.08122634887696,28.216997146606445,27.954364776611328,113476000.0,-0.4811667131837671,-0.3253676895643265,28.5931339263916,27.20654487609864,0,,,,,0,7.0,,0,0,-0.013718673260076,,0,,,0.01760363375652141,0,0,-1.0,0.0,158689360.0,0,1.30965302273574,1.6668000411987305,2886730991.3520813,0.012666672950748506,3.067584427268141,16708.281752094277,0
2015-04-20,28.39950180053711,28.51523570161574,27.858664818817697,27.947691810904374,188217200,25.0,77.0,0.12,236.222,106.4902,0.0670407223033612,54.20371879259615,0.080124608712893,0.0801517127945018,-2.7104081608747554e-05,28.00121612548828,28.59625256559821,27.40617968537835,0.4239893104967905,3563866000.0,27.98152296637754,28.39949989318848,19.475500106811523,27.040002822875977,36.83699798583984,18.60993766784668,4994.60009765625,0.770950442381468,0.0056860407916371,13.300000190734863,1193.5,56.380001068115234,1.9,5.4,0,4,2,2015,0,0,90.0,2.284585399470984,27.765182495117188,28.08122634887696,28.16803359985352,207828000.0,-1.1254631469199028,0.7643486981359082,28.5931339263916,27.20654487609864,0,,,,,0,4.0,,0,0,-0.013718673260076,,0,,,0.037923648205897,0,0,0.0,1.0,154361200.0,0,1.2193297279368132,1.5960000228881834,2503288795.899582,0.05219330447475996,4.343051759040451,15873.55022764206,0
2015-04-21,28.245925903320312,28.53303530151165,28.19250870073043,28.51078068083827,129740400,25.0,77.0,0.12,236.222,106.5582,0.0675629387743759,59.26741005950132,0.0860649475580359,0.0813343597472086,0.0047305878108273,27.9978777885437,28.586268474908504,27.409487102178897,0.4144507597059598,3434125600.0,27.979897627869484,28.24592971801757,19.55900001525879,26.96005249023437,36.60520553588867,18.601123809814453,5014.10009765625,0.7716369654125983,0.0056332999277817,13.25,1202.9000244140625,55.2599983215332,1.92,5.4,1,4,2,2015,0,0,90.0,-0.5407696877763324,28.39950180053711,27.765182495117188,28.2882080078125,188217200.0,2.284585399470984,0.4266339981914946,28.5931339263916,27.20654487609864,0,,,,,0,3.0,,0,0,-0.013718673260076,,0,,,-0.09882732526674454,0,0,1.0,0.0,153306280.0,0,0.8462823571219653,1.5899999999999999,1719060300.0,0.00292431855217712,5.100846538671591,15938.425323486328,0
2015-04-22,28.62651824951172,28.682159905817624,28.11461603032653,28.263735261694706,150618000,25.0,77.0,0.12,236.222,106.5815,0.0677418747122383,64.65464372893837,0.1200989050667011,0.0890872688111071,0.031011636255594,28.019355297088623,28.666745737672027,27.37196485650522,0.4228763657089602,3584743600.0,27.99094301967429,28.62651634216309,19.489999771118164,27.270910263061523,36.90568923950195,18.79084205627441,5035.169921875,0.7756667584878142,0.0056853128665622,12.710000038146973,1186.9000244140625,56.15999984741211,1.99,5.4,2,4,2,2015,0,0,90.0,1.3474238638665703,28.245925903320312,28.39950180053711,28.23257637023925,129740400.0,-0.5407696877763324,-0.1966601686394731,28.62651824951172,27.20654487609864,0,,,,,0,2.0,,0,0,-0.013718673260076,,0,,,-0.07742282711852777,0,0,0.0,1.0,154268720.0,0,0.9763353193051709,1.5252000045776366,1914354785.7456207,0.018155510689171178,7.76495191932315,15085.499355579377,0
