# GitHub: https://github.com/DiyarErol/Apple_Financial_and_Social_Analysis_Dataset
# Author: Diyar Erol
date,close,high,low,open,volume,apple iphone,macbook,fed_rate,us_cpi,usd_index,macro_sentiment_index,daily_return,volatility_7d,ma7,ma30,trend_delta,macro_delta,next_day_close
2015-03-04,28.60870933532715,28.835728218754888,28.55974780762392,28.733349484334305,126665200,25.0,82.0,0.11,235.976,106.1333,0.0669344242728995,-0.00633903261302347,0.012825481966929347,28.83287021092006,27.255252520243328,-57.0,106.0233,28.1346492767334
2015-03-05,28.1346492767334,28.655454390000926,27.98998062369841,28.617618469406004,226068400,25.0,82.0,0.11,235.976,106.1333,0.0669344242728995,-0.01657048044486097,0.013591620958888415,28.64973040989467,27.38353010813395,-57.0,106.0233,28.17693328857422
2015-03-06,28.17693328857422,28.7934420686846,28.101261454083147,28.57755217915056,291368400,25.0,82.0,0.11,235.976,107.4337,0.0769210463156567,0.001502915903621662,0.010733420273383499,28.58009828839983,27.492156410217284,-57.0,107.3237,28.297119140625
2015-03-09,28.297119140625,28.83795777809001,27.83418017642311,28.47962369600576,354114000,25.0,82.0,0.11,235.976,107.5199,0.0775830324892078,0.0042653986088513314,0.009119205117812716,28.47580964224679,27.600502840677898,-57.0,107.40990000000001,27.711769104003903
2015-03-10,27.711769104003903,28.3149244137179,27.553747014570217,28.13464600287989,275426400,25.0,82.0,0.11,235.976,108.1165,0.082164714056963,-0.020685852637936368,0.010454266164635904,28.350217819213867,27.688450622558594,-57.0,108.0065,27.20654487609864
2015-03-11,27.20654487609864,27.76963818866664,27.177611824964035,27.76518760312618,275756000,25.0,82.0,0.11,235.976,108.5235,0.0852903332290655,-0.018231395693617626,0.01067565365510404,28.13242040361677,27.788821283976237,-57.0,108.4135,27.698415756225582
2015-03-12,27.698415756225582,27.79857175613911,27.070777942685456,27.22212331535712,193450800,25.0,82.0,0.11,235.976,108.1741,0.0826070621265283,0.018079138029726754,0.014237854061719783,27.9763058253697,27.85999272664388,-57.0,108.0641,27.50700759887696
2015-03-13,27.50700759887696,27.90985433352595,27.282216536512934,27.687287714754685,207309200,25.0,82.0,0.11,235.976,108.9174,0.0883153489339579,-0.006910437009582422,0.014245599615610905,27.81891986301967,27.898254903157554,-57.0,108.8074,27.80970001220703
2015-03-16,27.80970001220703,27.80970001220703,27.346762707780687,27.57155378369179,143497200,25.0,82.0,0.11,235.976,108.6422,0.0862019081571456,0.01100419274041387,0.01448695853522036,27.772498539515905,27.95946502685547,-57.0,108.5322,28.274864196777344
2015-03-17,28.274864196777344,28.33718257998601,27.96549672438536,28.021138380542887,204092400,25.0,82.0,0.11,235.976,108.5805,0.0857280735062396,0.016726688326955317,0.016079946315645383,27.786488669259207,28.025317764282228,-57.0,108.4705,28.5931339263916
2015-03-18,28.5931339263916,28.746705437477463,28.12574436427423,28.26596072349488,261083600,25.0,82.0,0.11,235.976,108.408,0.0844033331937391,0.011256277922301496,0.016555120267486675,27.828776495797293,28.101631609598794,-57.0,108.298,28.37724494934082
2015-03-19,28.37724494934082,28.76673654668471,28.354988626245177,28.65545323315789,183238000,25.0,82.0,0.11,235.976,108.1826,0.0826723391854051,-0.007550378269361886,0.014181611674965941,27.923844473702566,28.16402467091878,-57.0,108.0726,28.02113914489746
2015-03-20,28.02113914489746,28.57755402360196,27.856440313632152,28.54417038743568,274780400,25.0,82.0,0.11,235.976,107.1671,0.0748736505631197,-0.012548991457031188,0.012829762508844737,28.04021508353097,28.208241335550944,-57.0,107.0571,28.31269264221192
2015-03-23,28.31269264221192,28.455135108533188,28.15912116837724,28.29266246634555,150838800,25.0,82.0,0.11,235.976,106.5022,0.0697674486281542,0.010404769620779353,0.011736774801066335,28.127968924386163,28.26966946919759,-57.0,106.3922,28.19696807861328
2015-03-24,28.19696807861328,28.497431004034567,28.16803332875073,28.317154267611016,131369200,25.0,82.0,0.11,235.976,106.4401,0.069290542115654,-0.004087373993743852,0.011374474885271234,28.226534707205637,28.321379216512046,-57.0,106.3301,27.460268020629883
2015-03-25,27.460268020629883,28.22589771049454,27.460268020629883,28.16357933072388,206620800,25.0,82.0,0.11,235.976,106.2636,0.0679350831872114,-0.02612692456612623,0.015320112443426355,28.176615851266043,28.331469027201333,-57.0,106.1536,27.65167808532715
2015-03-26,27.65167808532715,27.7941205949992,27.28666894203646,27.3222804184788,190291600,25.0,82.0,0.11,235.976,106.5582,0.0701975092513427,0.006970436870953565,0.01372466538992651,28.087589263916016,28.326721064249675,-57.0,106.4482,27.43133544921875
2015-03-27,27.43133544921875,27.75405636351956,27.35566361476696,27.72512331470832,158184800,25.0,82.0,0.11,235.976,106.8916,0.0727579058901117,-0.007968508653560493,0.012214044132981229,27.921618052891322,28.302906608581544,-57.0,106.7816,28.125741958618164
2015-03-30,28.125741958618164,28.13241868495542,27.598258503345505,27.60938751260654,188398800,25.0,82.0,0.11,235.976,107.3941,0.0766169320178304,0.025314353021015274,0.01687562424246978,27.88568905421666,28.29763914744059,-57.0,107.2841,27.693965911865234
2015-03-31,27.693965911865234,28.15245262749894,27.678386315646087,28.063425635654404,168362400,25.0,82.0,0.11,235.976,107.4396,0.0769663562741712,-0.015351632230296659,0.017220886611514895,27.83895002092634,28.272415033976237,-57.0,107.3296,27.65389442443848
2015-04-01,27.65389442443848,27.84752793834553,27.39794254689644,27.78075729270915,162485600,25.0,77.0,0.12,236.222,107.06,0.0714165891443049,-0.0014469392919121773,0.016413403633840185,27.744835989815847,28.239252281188964,-52.0,106.94,27.892053604125977
2015-04-02,27.892053604125977,27.94546912676751,27.640553891058623,27.827509069328407,128880400,25.0,77.0,0.12,236.222,106.6738,0.0684507067751009,0.008612138891982927,0.01699595342590285,27.701276779174805,28.21603145599365,-52.0,106.5538,28.34385681152344
2015-04-06,28.34385681152344,28.3794682833922,27.671706411460807,27.70286560032175,148776000,25.0,77.0,0.12,236.222,105.7876,0.0616449974131418,0.016198276893123094,0.014011417043972914,27.827503749302455,28.200080744425456,-52.0,105.6676,28.045616149902344
2015-04-07,28.045616149902344,28.51523008704785,28.038939423968984,28.408399076017474,140049200,25.0,77.0,0.12,236.222,106.4488,0.0667227846283612,-0.010522232863519299,0.015043873637448218,27.88378061567034,28.148222796122234,-52.0,106.3288,27.954364776611328
2015-04-08,27.954364776611328,28.13241873682573,27.81414842912516,28.01000642692228,149316800,25.0,77.0,0.12,236.222,106.4231,0.0665254175209335,-0.0032536768956432202,0.01461641576853482,27.958499091012136,28.099480692545573,-52.0,106.3031,28.16803359985352
2015-04-09,28.16803359985352,28.172485883590006,27.74515833951772,28.010011488182474,129936000,25.0,77.0,0.12,236.222,107.0335,0.0712130783136888,0.007643486981359063,0.01120670516157663,27.96454075404576,28.08293654123942,-52.0,106.9135,28.2882080078125
2015-04-10,28.2882080078125,28.312690464019965,27.878686373156768,28.032256137128662,160752000,25.0,77.0,0.12,236.222,107.4526,0.0744316212990161,0.004266339981915023,0.00885583975554584,28.049432482038224,28.058305486043295,-52.0,107.3326,28.23257637023925
2015-04-13,28.23257637023925,28.615392939431228,28.179160855071164,28.57087689703536,145460400,25.0,77.0,0.12,236.222,107.7508,0.0767216941174951,-0.0019666016863947415,0.008902083295366115,28.13210133143834,28.046360969543457,-52.0,107.6308,28.11016082763672
2015-04-14,28.11016082763672,28.33050127496176,28.02335999390115,28.26595676048305,102098400,25.0,77.0,0.12,236.222,107.0547,0.0713758869781816,-0.0043359678194857774,0.008886037412831012,28.163259506225586,28.025662104288738,-52.0,106.93469999999999,28.216997146606445
2015-04-15,28.216997146606445,28.2948951276814,28.045621588241563,28.134648580062343,115881600,25.0,77.0,0.12,236.222,107.1855,0.0723803857194864,0.0038006299439130075,0.006222480950061919,28.14513669695173,28.00652141571045,-52.0,107.0655,28.08122634887696
2015-04-16,28.08122634887696,28.288213346207304,28.067872896806715,28.10570880970461,113476000,25.0,77.0,0.12,236.222,106.2761,0.0653965083850635,-0.004811667131837724,0.004953425450143918,28.150223868233816,27.98893864949544,-52.0,106.1561,27.765182495117188
2015-04-17,27.765182495117188,28.07454992374797,27.700637979338687,27.94323644885431,207828000,25.0,77.0,0.12,236.222,106.329,0.0658027620808969,-0.01125463146919907,0.006547554961959925,28.12319782802037,27.976623090108237,-52.0,106.20899999999999,28.39950180053711
2015-04-20,28.39950180053711,28.51523570161574,27.858664818817697,27.947691810904374,188217200,25.0,77.0,0.12,236.222,106.4902,0.0670407223033612,0.022845853994709883,0.010928845961936128,28.15626471383231,27.984042040507,-52.0,106.3702,28.245925903320312
2015-04-21,28.245925903320312,28.53303530151165,28.19250870073043,28.51078068083827,129740400,25.0,77.0,0.12,236.222,106.5582,0.0675629387743759,-0.005407696877763269,0.011089977359509715,28.150224413190568,27.98233559926351,-52.0,106.4382,28.62651824951172
2015-04-22,28.62651824951172,28.682159905817624,28.11461603032653,28.263735261694706,150618000,25.0,77.0,0.12,236.222,106.5815,0.0677418747122383,0.013474238638665677,0.012155511638334667,28.206501824515207,28.0128272374471,-52.0,106.4615,28.860212326049805
2015-04-23,28.860212326049805,29.027137285949443,28.519685679542302,28.555297152717507,183083600,25.0,77.0,0.12,236.222,106.1658,0.0645494425504618,0.008163552217604111,0.011978829523120346,28.31365203857422,28.067949485778808,-52.0,106.0458,28.9959716796875
2015-04-24,28.9959716796875,29.07387133550841,28.762276108321,29.042712152399304,178103600,25.0,77.0,0.12,236.222,105.905,0.0625465887910408,0.004704031699557394,0.011983325543603537,28.424934114728654,28.111201349894205,-52.0,105.785,29.52345466613769
2015-04-27,29.52345466613769,29.63028906678732,29.189604805324542,29.447782846083182,387816800,25.0,77.0,0.12,236.222,105.6891,0.0608885514955691,0.01819159544909159,0.012326430759585625,28.63096673148019,28.17841625213623,-52.0,105.56909999999999,29.058292388916016
2015-04-28,29.058292388916016,29.944106433953536,28.83795364634113,29.926304095966827,475696000,25.0,77.0,0.12,236.222,105.1234,0.0565441712359662,-0.015755685860002016,0.013512641265249899,28.815696716308594,28.22003599802653,-52.0,105.0034,28.630970001220703
2015-04-29,28.630970001220703,29.28754085421785,28.55529816511329,28.969272216185253,253544400,25.0,77.0,0.12,236.222,104.5634,0.0522435650040805,-0.014705695089581734,0.013442957528947143,28.848763602120535,28.231906191507974,-52.0,104.4434,27.854211807250977
2015-04-30,27.854211807250977,28.630968807003697,27.72734890644295,28.630968807003697,332781600,25.0,77.0,0.12,236.222,105.312,0.0579925539776333,-0.02712999922589451,0.017211614725475777,28.7928044455392,28.207275454203288,-52.0,105.192,28.69996452331543
2015-05-01,28.69996452331543,28.96259489680037,27.88759773139169,28.065650005792723,234050400,26.0,72.0,0.12,237.001,105.6382,0.0580960638555979,0.03036354867683916,0.02057542896638032,28.803296770368302,28.218032773335775,-46.0,105.5182,28.644323348999023
2015-05-04,28.644323348999023,29.06052523824225,28.5463934927065,28.822377324431148,203953200,26.0,72.0,0.12,237.001,105.6679,0.0583241495789675,-0.0019387192716285129,0.020304695514286115,28.77245548793248,28.23880558013916,-46.0,105.5479,27.99887657165528
2015-05-05,27.99887657165528,28.5886766529222,27.99442428912783,28.52190599939661,197085600,26.0,72.0,0.12,237.001,105.2396,0.0550349537769736,-0.022533147998634713,0.02161988894922868,28.63001332964216,28.22834504445394,-46.0,105.11959999999999,27.823047637939453
2015-05-06,27.823047637939453,28.210312997720948,27.455812454572506,28.168024805670445,288564000,26.0,72.0,0.12,237.001,104.6935,0.0508410947354865,-0.006279856738746018,0.019118866551126018,28.387098039899552,28.215881029764812,-46.0,104.5735,27.99514579772949
2015-05-07,27.99514579772949,28.17841268755224,27.718009170082315,27.88563138779121,175763600,26.0,72.0,0.12,237.001,105.1941,0.0546855295206329,0.006185453226747266,0.019484605159945524,28.235219955444336,28.233710289001465,-46.0,105.0741,28.52259063720703
2015-05-08,28.52259063720703,28.52259063720703,28.18511083885181,28.312503626885885,222201600,26.0,72.0,0.12,237.001,104.8424,0.051984595213929,0.01884058198119191,0.020821703612015775,28.219737189156668,28.262740707397462,-46.0,104.7224,28.232046127319336
2015-05-11,28.232046127319336,28.50918099885428,28.07783316974487,28.471187045728733,168143200,26.0,72.0,0.12,237.001,105.3075,0.0555564022825898,-0.010186469861145327,0.017981657050416322,28.273713520595006,28.289431063334145,-46.0,105.1875,28.13147735595703
2015-05-12,28.13147735595703,28.35720737088283,27.89680558007981,28.07113240552401,192640000,26.0,72.0,0.12,237.001,104.8924,0.0523685779132044,-0.0035622204252842727,0.012951448813028493,28.192501068115234,28.289622243245443,-46.0,104.77239999999999,28.16276359558105
2015-05-13,28.16276359558105,28.426489244926348,28.13147425626391,28.1940529348982,138776800,26.0,72.0,0.12,237.001,104.3608,0.0482860738545074,0.0011121434977674506,0.01303561812404,28.123706817626953,28.305248832702638,-46.0,104.2408,28.81984519958496
2015-05-14,28.81984519958496,28.81984519958496,28.41978835091865,28.475662422034667,180814000,26.0,72.0,0.12,237.001,104.2359,0.0473268850717172,0.023331574040092104,0.01272065501455357,28.24098805018834,28.344113858540855,-46.0,104.1159,28.779619216918945
2015-05-15,28.779619216918945,28.940536824125893,28.654461835820847,28.84666878830232,152832000,26.0,72.0,0.12,237.001,104.0202,0.0456703837070427,-0.0013957737242320414,0.012171759782884388,28.377641132899694,28.373699378967284,-46.0,103.9002,29.096981048583984
2015-05-18,29.096981048583984,29.21543380338683,28.68798244962446,28.69245333007435,203531600,26.0,72.0,0.12,237.001,104.6068,0.0501752687349429,0.011027311698358697,0.01239232226695314,28.53504616873605,28.398803520202637,-46.0,104.4868,29.07015609741211
2015-05-19,29.07015609741211,29.25118749697334,28.974050945746164,29.2087226678848,178532800,26.0,72.0,0.12,237.001,105.3448,0.0558428533762493,-0.0009219152711095589,0.011050347029841666,28.613269805908203,28.432954851786295,-46.0,105.2248,29.067928314208984
2015-05-20,29.067928314208984,29.27354450155405,28.907010704933214,29.054519081816487,145819600,26.0,72.0,0.12,237.001,105.5605,0.0574993547409238,-7.663471760040953e-05,0.009645816586365239,28.73268154689244,28.470073636372884,-46.0,105.4405,29.365175247192383
2015-05-21,29.365175247192383,29.41881558054949,29.01652160607739,29.070161939434502,158921600,26.0,72.0,0.12,237.001,105.3808,0.0561193209197276,0.01022594144895074,0.009189672651897275,28.908924102783203,28.509978357950846,-46.0,105.26079999999999,29.6221981048584
2015-05-22,29.6221981048584,29.71830328721648,29.36741245924062,29.41211444747204,182384000,26.0,72.0,0.12,237.001,105.8487,0.0597126310195477,0.008752641709182024,0.008936844301044583,29.117414746965682,28.55444469451904,-46.0,105.72869999999999,28.969593048095703
2015-05-26,28.969593048095703,29.70489787961476,28.85784488369443,29.635614563331306,282790400,26.0,72.0,0.12,237.001,106.7294,0.0664761022845864,-0.02203094633465638,0.011449146596389768,29.13880729675293,28.579011917114258,-46.0,106.6094,29.51045036315918
2015-05-27,29.51045036315918,29.559619822667745,29.0656949025357,29.13050732991539,183332800,26.0,72.0,0.12,237.001,106.908,0.0678476884863985,0.018669827848998018,0.013188377536557449,29.24321174621582,28.625688234965008,-46.0,106.788,29.45233917236328
2015-05-28,29.45233917236328,29.49033313029952,29.300363340618333,29.470219283794904,122933200,26.0,72.0,0.12,237.001,106.92,0.0679398443342247,-0.0019691732955876675,0.01289042089678823,29.293977192470006,28.666866302490234,-46.0,106.8,29.117094039916992
2015-05-29,29.117094039916992,29.37858426889238,29.03216436527658,29.329414816235555,203538000,26.0,72.0,0.12,237.001,106.7388,0.0665482910320502,-0.011382631799951144,0.013831527751483927,29.300682612827845,28.7013952255249,-46.0,106.6188,29.175207138061523
2015-06-01,29.175207138061523,29.365180367831247,29.065696127499542,29.1170993245038,128451200,28.0,73.0,0.13,237.657,107.2238,0.0663743562895774,0.001995841276772444,0.013843979888510643,29.316008159092494,28.74839604695638,-45.0,107.0938,29.04558181762696
2015-06-02,29.04558181762696,29.20202855186745,28.90254431628092,29.02323082261416,134670400,28.0,73.0,0.13,237.657,106.4507,0.0604372157933795,-0.004442995719658697,0.01324277045397174,29.27035195486886,28.76993204752604,-45.0,106.3207,29.081336975097656
2015-06-03,29.081336975097656,29.264605574947947,29.03216751710284,29.20202688482415,123934000,28.0,73.0,0.13,237.657,106.1443,0.0580841698122194,0.0012310015924348675,0.012561079396703664,29.193086079188756,28.797779083251953,-45.0,106.0143,28.91147994995117
2015-06-04,28.91147994995117,29.184145694113607,28.81090730241516,28.960649406130152,153800400,28.0,73.0,0.13,237.657,106.4725,0.0606046322502636,-0.005840757090773937,0.009494962370625358,29.184784208025253,28.807277806599934,-45.0,106.3425,28.75279426574707
2015-06-05,28.75279426574707,28.98523230030165,28.687981846856992,28.942767462626342,142507200,28.0,73.0,0.13,237.657,107.1336,0.0656816515000844,-0.005488673858232084,0.0046027204594562,29.076547622680664,28.803697204589845,-45.0,107.0036,28.56282424926757
2015-06-08,28.56282424926757,28.87795481131728,28.34603259256239,28.808668102346388,210699200,28.0,73.0,0.13,237.657,106.7693,0.0628839535531631,-0.006607010599516193,0.004645711868382549,28.94947406223842,28.78925895690918,-45.0,106.6393,28.477893829345703
2015-06-09,28.477893829345703,28.62540218350224,28.07560157327924,28.31697624486264,224301600,28.0,73.0,0.13,237.657,106.2238,0.0586947023040673,-0.0029734601585851843,0.0034649561502576635,28.85815974644252,28.754406929016113,-45.0,106.0938,28.8042049407959
2015-06-10,28.8042049407959,28.907011331555527,28.574002313838697,28.589646987016224,156349200,28.0,73.0,0.13,237.657,105.8037,0.0554684796647546,0.011458400449331703,0.006408007957457353,28.805159432547434,28.74593734741211,-45.0,105.67370000000001,28.7393856048584
2015-06-11,28.7393856048584,29.09474386884714,28.714800877836893,28.871247590572576,141563600,28.0,73.0,0.13,237.657,106.0934,0.0576932754243568,-0.0022503428256648475,0.006310648912468379,28.761417116437638,28.749551200866698,-45.0,105.96340000000001,28.422019958496094
2015-06-12,28.422019958496094,28.68127644753528,28.40861072807724,28.649987106463826,147544800,28.0,73.0,0.13,237.657,105.9015,0.0562195498245374,-0.01104288208265155,0.007084431791152606,28.667228971208846,28.768478139241537,-45.0,105.7715,28.366146087646484
2015-06-15,28.366146087646484,28.43766482561009,28.095715806435937,28.182879215043418,175955600,28.0,73.0,0.13,237.657,105.9989,0.0569675481227262,-0.0019658655834877492,0.006999062006472874,28.589324133736746,28.757350858052572,-45.0,105.86890000000001,28.51812744140625
2015-06-16,28.51812744140625,28.57400151621509,28.24322794822594,28.39073461904774,125976400,28.0,73.0,0.13,237.657,106.0473,0.0573392433756249,0.005357842876863481,0.0074629435391880255,28.55580030168806,28.75314432779948,-45.0,105.91730000000001,28.45108222961425
2015-06-17,28.45108222961425,28.5807087993593,28.325923130867128,28.544950274818408,131672400,28.0,73.0,0.13,237.657,106.058,0.0574214156732698,-0.002350968236948633,0.007108872067080703,28.5398371560233,28.768217849731446,-45.0,105.92800000000001,28.58070182800293
2015-06-18,28.58070182800293,28.67680529040624,28.43319517939621,28.435430619491505,141628800,28.0,73.0,0.13,237.657,105.102,0.0500796664631223,0.004555875848327489,0.007247258347205334,28.55452401297433,28.79347298940023,-45.0,104.97200000000001,28.29462623596192
2015-06-19,28.29462623596192,28.56729194657224,28.249927665922023,28.54270722150796,218867600,28.0,73.0,0.13,237.657,105.4496,0.0527491141884856,-0.010009397031696265,0.006341224233142783,28.481727055140905,28.80345567067464,-45.0,105.31960000000001,28.52036094665528
2015-06-22,28.52036094665528,28.620933592430493,28.401908188920487,28.49354077871593,136157200,28.0,73.0,0.13,237.657,105.3846,0.0522499366794274,0.007978006452916311,0.007490535052661228,28.450437818254745,28.80338134765625,-45.0,105.25460000000001,28.390724182128903
2015-06-23,28.390724182128903,28.52035239726581,28.3571994085396,28.491298502896843,121075600,28.0,73.0,0.13,237.657,105.9678,0.0567287108837768,-0.004545411075576902,0.006366767432509959,28.445966993059432,28.808670616149904,-45.0,105.8378,28.63210678100586
2015-06-24,28.63210678100586,29.0098160162878,28.41084595504872,28.430959800526097,221123600,28.0,73.0,0.13,237.657,106.2522,0.0589128044772558,0.008502164204353043,0.007058246924417323,28.483961377825057,28.82535826365153,-45.0,106.1222,28.49577713012696
2015-06-25,28.49577713012696,28.87572014313876,28.49577713012696,28.79973222259295,127752400,28.0,73.0,0.13,237.657,106.1515,0.058139463320915,-0.0047614257630995685,0.007137710853856941,28.48076847621373,28.83645871480306,-45.0,106.0215,28.328149795532227
2015-06-26,28.328149795532227,28.605284669149608,28.274511172767166,28.533765937082507,176267200,28.0,73.0,0.13,237.657,106.4116,0.0601369413225462,-0.00588253248294502,0.007442446730286725,28.463206699916295,28.820068868001304,-45.0,106.28160000000001,27.831993103027344
2015-06-29,27.831993103027344,28.265576457225944,27.820819311458745,28.039844723786928,196645600,28.0,73.0,0.13,237.657,106.3785,0.0598827447756258,-0.017514616947667164,0.009331931823506015,28.35624831063407,28.788481330871583,-45.0,106.2485,28.03314018249512
2015-06-30,28.03314018249512,28.187353170768603,27.90574736331223,28.06442952719678,177482800,28.0,73.0,0.13,237.657,106.5191,0.0609625041259884,0.007227189182002844,0.009672149224016663,28.31889316013881,28.75301996866862,-45.0,106.3891,28.29462623596192
2015-07-01,28.29462623596192,28.37061585119911,28.15829338065675,28.3616757961629,120955200,29.0,78.0,0.13,238.034,107.0101,0.0635709540839074,0.009327747507576105,0.009898403193833127,28.28664534432548,28.727168973286947,-49.0,106.8801,28.25887489318848
2015-07-02,28.25887489318848,28.31474897249001,28.10913106475277,28.25663945257677,108844000,29.0,78.0,0.13,238.034,106.9106,0.0628068285123492,-0.001263538259006998,0.009784662553480443,28.267809731619703,28.700200525919595,-49.0,106.7806,28.16053009033203
2015-07-06,28.16053009033203,28.21193498282255,27.903509038161864,27.92362458918554,112241600,29.0,78.0,0.13,238.034,107.1343,0.0645247671089077,-0.0034801386547825336,0.00893315745590909,28.200441632952014,28.660045687357584,-49.0,107.0043,28.091251373291016
2015-07-07,28.091251373291016,28.194059469897024,27.66213716793101,28.13594995263572,187787200,29.0,78.0,0.13,238.034,107.785,0.0695219179572791,-0.002460135402948261,0.0088711225296565,28.14265223911831,28.609014129638673,-49.0,107.655,27.393943786621094
2015-07-08,27.393943786621094,27.856581099336463,27.387239169865182,27.82082257492441,243046400,29.0,78.0,0.13,238.034,107.4734,0.0671289377753943,-0.024822944959045773,0.012426424266606242,28.00919423784529,28.55649248758952,-49.0,107.3434,26.8351993560791
2015-07-09,26.8351993560791,27.726949071884263,26.645227851428672,27.68001505580413,314380000,29.0,78.0,0.13,238.034,107.5595,0.0677901559835466,-0.0203966407646232,0.012957677828184178,27.866795131138396,28.467317454020183,-49.0,107.4295,27.552621841430664
2015-07-10,27.552621841430664,27.680014656134844,27.0899845980164,27.253137636917494,245418000,29.0,78.0,0.13,238.034,107.213,0.0651291558775674,0.0267343825485329,0.017394703267724906,27.798149653843474,28.403993542989095,-49.0,107.083,28.08454322814941
2015-07-13,28.08454322814941,28.10689251501363,27.785057327716807,27.94373948113641,165762000,29.0,78.0,0.13,238.034,107.5849,0.0679852191947786,0.019305654096369893,0.018857253945571174,27.768137795584543,28.369575182596844,-49.0,107.45490000000001,28.0733699798584
2015-07-14,28.0733699798584,28.243227642880512,27.945977158877167,28.169473455696263,127072400,29.0,78.0,0.13,238.034,107.4843,0.0672126460038363,-0.0003978433332614439,0.01885740224722992,27.741637093680247,28.332847277323406,-49.0,107.35430000000001,28.34380340576172
2015-07-15,28.34380340576172,28.417557601042144,28.06666844472385,28.09795779330192,134596800,29.0,78.0,0.13,238.034,108.0149,0.0712874704085478,0.009633094498357206,0.019193758932028824,27.767818995884486,28.309454663594565,-49.0,107.8849,28.721508026123047
2015-07-16,28.721508026123047,28.73492066863965,28.462253207136044,28.54941662693819,144889600,29.0,78.0,0.13,238.034,108.1726,0.0724985518420628,0.013325826987797568,0.01963020665773596,27.857855660574778,28.29746036529541,-49.0,108.04260000000001,28.969593048095703
2015-07-17,28.969593048095703,28.969593048095703,28.6768134030097,28.848906531066994,184658800,29.0,78.0,0.13,238.034,108.5374,0.075300089615977,0.008637604325894577,0.015204300674393982,28.082948412214005,28.299397468566895,-49.0,108.40740000000001,29.517148971557617
2015-07-20,29.517148971557617,29.7182942160703,29.210956814991693,29.271301752458243,235600800,29.0,78.0,0.13,238.034,108.6944,0.0765057952917019,0.0189010567926465,0.008845130743614961,28.46608407156808,28.32487595876058,-49.0,108.5644,29.222139358520508
