# Author: Diyar Erol
date,close,high,low,open,volume,apple iphone,macbook,fed_rate,us_cpi,usd_index,macro_sentiment_index
2017-04-26,33.25971984863281,33.47268887997508,33.19027726469098,33.44259473881616,80164800,27.0,64.0,0.9,244.193,114.9479,-0.03892247230734258
2017-04-27,33.28519058227539,33.37084234148573,33.17407889150549,33.31528473001229,56985200,27.0,64.0,0.9,244.193,114.9946,-0.038563832466219194
2017-04-28,33.25278091430664,33.403248112016215,33.16481911650478,33.3546347632973,83441600,27.0,64.0,0.9,244.193,114.7877,-0.04015275287582132
2017-05-01,33.931034088134766,34.07455349864762,33.55602993438086,33.58843765714753,134411600,25.0,62.0,0.91,244.004,114.5921,-0.042948394269700096
2017-05-02,34.14631652832031,34.280578116332784,33.99122215911036,34.15326078871947,181408800,25.0,62.0,0.91,244.004,114.6792,-0.042279496407562234
2017-05-03,34.04214096069336,34.141681222939226,33.39630017256143,33.701858153687134,182788000,25.0,62.0,0.91,244.004,114.6637,-0.04239853104433755
2017-05-04,33.91946029663086,34.060666136091115,33.75279099326214,33.91714672070354,93487600,25.0,62.0,0.91,244.004,114.9076,-0.0405254634372717
2017-05-05,34.481964111328125,34.48659126238202,33.9726949212894,33.9726949212894,109310800,25.0,62.0,0.91,244.004,114.7725,-0.04156298469071418
2017-05-08,35.41947937011719,35.579204408455304,34.49817107898836,34.49817107898836,195009600,25.0,62.0,0.91,244.004,115.0895,-0.039128534377307345
2017-05-09,35.646324157714844,35.85234536436377,35.521320462971325,35.61854359656317,156521600,25.0,62.0,0.91,244.004,115.3933,-0.03679545549650953
2017-05-10,35.47735595703125,35.6347674434794,35.21114987405915,35.563007727139656,103222800,25.0,62.0,0.91,244.004,115.1145,-0.03893654302766958
2017-05-11,35.7841682434082,35.81206347932915,35.4029664555446,35.43550794182237,109020400,25.0,62.0,0.91,244.004,115.0669,-0.039302094557379874
2017-05-12,36.28391647338867,36.35829549273668,35.95152514458997,35.958498066817725,130108000,25.0,62.0,0.91,244.004,114.7479,-0.041751904178757626
2017-05-15,36.1909408569336,36.41175835238627,36.03985613550709,36.26299675628336,104038800,25.0,62.0,0.91,244.004,114.3504,-0.04480456663799792
2017-05-16,36.137481689453125,36.27462056955836,35.963151522512334,36.24672887780986,80194000,25.0,62.0,0.91,244.004,113.9923,-0.047554650730209036
2017-05-17,34.92414093017578,35.92828432192558,34.79862477958509,35.702817038502765,203070800,25.0,62.0,0.91,244.004,113.7506,-0.04941082309850675
2017-05-18,35.45643615722656,35.6423890769768,35.12869808193388,35.1612395768834,134272800,25.0,62.0,0.91,244.004,114.2683,-0.04543506623020821
2017-05-19,35.577301025390625,35.791145611314164,35.47735342896442,35.651683601410866,107843200,25.0,62.0,0.91,244.004,113.7001,-0.049798645624774984
2017-05-22,35.79346466064453,35.93060351587456,35.542428840173685,35.795787785616746,91865600,25.0,62.0,0.91,244.004,113.5442,-0.05099590368111606
2017-05-23,35.74929428100586,36.00497630723643,35.6353973354477,36.00497630723643,79675600,25.0,62.0,0.91,244.004,113.6862,-0.04990539281517359
2017-05-24,35.64238739013672,35.83531322490579,35.48665284690894,35.75860751613567,76712000,25.0,62.0,0.91,244.004,113.675,-0.04999140493981136
2017-05-25,35.76557922363281,35.87715309446226,35.57033026981626,35.73303773133006,76942400,25.0,62.0,0.91,244.004,113.3719,-0.052319108062819475
2017-05-26,35.70513916015625,35.8515776206928,35.63540639100761,35.79579069602269,87710400,25.0,62.0,0.91,244.004,113.4839,-0.05145898681644223
2017-05-30,35.71908950805664,35.8957428049836,35.640060681543765,35.660979450898985,80507600,25.0,62.0,0.91,244.004,113.5552,-0.050911427487275396
2017-05-31,35.5075569152832,35.83529838610963,35.419232067892445,35.78881106431102,97804800,25.0,62.0,0.91,244.004,113.2956,-0.052905065661913886
2017-06-01,35.605194091796875,35.640062255685365,35.382053448639454,35.602870966240275,65616400,27.0,70.0,1.04,244.163,113.3017,-0.07773864766359762
2017-06-02,36.1328353881836,36.1328353881836,35.53778892826235,35.698173264847945,111082800,27.0,70.0,1.04,244.163,113.1908,-0.07859032129059063
2017-06-05,35.779518127441406,35.90038802400569,35.670274496933565,35.87481946024702,101326800,27.0,70.0,1.04,244.163,112.9755,-0.08024375079367096
2017-06-06,35.900386810302734,36.21650561210647,35.74465230785796,35.7725439958314,106499600,27.0,70.0,1.04,244.163,112.7095,-0.08228653875381642
2017-06-07,36.11422348022461,36.25601210774367,35.90735189713172,36.03287155913486,84278400,27.0,70.0,1.04,244.163,112.8191,-0.08144484867700463
2017-06-08,36.025909423828125,36.15374870192001,35.888767004396904,36.0863426015944,85003200,27.0,70.0,1.04,244.163,112.8351,-0.08132197421323639
2017-06-09,34.62894058227539,36.07239580899807,33.940919564947656,36.07239580899807,259530800,27.0,70.0,1.04,244.163,112.9562,-0.08039196811559124
2017-06-12,33.80146026611328,33.957194805868006,33.12505829666229,33.875842847537044,289229200,27.0,70.0,1.04,244.163,112.9837,-0.08018077763098963
2017-06-13,34.07341003417969,34.27330875959209,33.738695559372296,34.20590265827269,136661600,27.0,70.0,1.04,244.163,112.6271,-0.08291934224222264
2017-06-14,33.741024017333984,34.28493329430688,33.434201216935094,34.28493329430688,126124800,27.0,70.0,1.04,244.163,112.0734,-0.0871715666539995
2017-06-15,33.53879165649414,33.582955857707404,33.0553192083585,33.313327947296735,128661600,27.0,70.0,1.04,244.163,112.8708,-0.08104781056595367
2017-06-16,33.06926345825195,33.587604036098135,33.05299094416554,33.42024683259305,201444400,27.0,70.0,1.04,244.163,112.6155,-0.08300842622845439
2017-06-19,34.01530456542969,34.10828279138351,33.39236641194405,33.39236641194405,130165600,27.0,70.0,1.04,244.163,112.7576,-0.08191714739711353
2017-06-20,33.70615005493164,34.13848894224757,33.68988108624399,34.13848894224757,99600400,27.0,70.0,1.04,244.163,113.2698,-0.07798362862573527
2017-06-21,33.90605545043945,33.952546334167245,33.61318203543929,33.82470349742875,85063200,27.0,70.0,1.04,244.163,113.3327,-0.07750057839004676
2017-06-22,33.85026168823242,34.09897081550515,33.73171493652523,33.88280316881265,76425200,27.0,70.0,1.04,244.163,113.1654,-0.07878538450182238
2017-06-23,34.00135040283203,34.20589890314926,33.72939580859524,33.73404560544495,141757600,27.0,70.0,1.04,244.163,112.8665,-0.08108083307809133
2017-06-26,33.89442443847656,34.466225222357025,33.79215020480552,34.208216513507,102769600,27.0,70.0,1.04,244.163,112.7633,-0.08187337336939604
2017-06-27,33.40861511230469,33.973446408618095,33.38304655902705,33.706138161305624,99047600,27.0,70.0,1.04,244.163,112.55,-0.08351144356450535
2017-06-28,33.89676284790039,33.961845835628274,33.276147792008686,33.58529375709454,88329600,27.0,70.0,1.04,244.163,112.0747,-0.08716158310381827
2017-06-29,33.39699935913086,33.734040417159235,33.07158456481652,33.63641597886493,125997600,27.0,70.0,1.04,244.163,111.998,-0.08775061256450678
2017-06-30,33.47603988647461,33.69453425037123,33.42025295949374,33.57598747388138,92096400,27.0,70.0,1.04,244.163,111.9896,-0.08781512165798533
2017-07-03,33.355159759521484,33.77355271672712,33.26218512314469,33.67592828450497,57111200,28.0,73.0,1.15,244.243,112.4268,-0.10534210907556096
2017-07-05,33.4923095703125,33.65501701069458,33.17386761222499,33.39933490345308,86278400,28.0,73.0,1.15,244.243,112.6534,-0.10360189948244436
2017-07-06,33.17618942260742,33.35516937331201,33.10181040141911,33.24359906815151,96515200,28.0,73.0,1.15,244.243,112.4199,-0.10539509868806096
2017-07-07,33.51322555541992,33.64571816878647,33.215702390068536,33.215702390068536,76806800,28.0,73.0,1.15,244.243,112.3137,-0.10621067794132222
2017-07-10,33.71778106689453,33.92465274120098,33.324956488920606,33.49696354549543,84362400,28.0,73.0,1.15,244.243,112.1587,-0.10740102430907628
2017-07-11,33.827030181884766,33.901412766269914,33.55972530610891,33.641077267678725,79127200,28.0,73.0,1.15,244.243,112.1434,-0.10751852301505449
2017-07-12,33.87583541870117,33.97810612559624,33.66199086413815,33.906050232366475,99538000,28.0,73.0,1.15,244.243,111.5904,-0.11176537166904155
2017-07-13,34.347694396972656,34.5150516493184,33.80610822573664,33.82005407230603,100797600,28.0,73.0,1.15,244.243,111.5365,-0.11217930501886053
2017-07-14,34.64288711547852,34.710296762129296,34.24541634511304,34.394177936688,80528400,28.0,73.0,1.15,244.243,110.9075,-0.1170098073757464
2017-07-17,34.76374435424805,35.075213268974444,34.53363090156809,34.59174093252845,95174000,28.0,73.0,1.15,244.243,110.9304,-0.11683394329947816
2017-07-18,34.88461685180664,34.896239568229284,34.556875401165534,34.68006839238438,71475200,28.0,73.0,1.15,244.243,110.4356,-0.12063383609150857
2017-07-19,35.10312271118164,35.196097379667826,34.854409975508894,34.97760300729341,83692000,28.0,73.0,1.15,244.243,110.4339,-0.120646891503284
2017-07-20,34.9450569152832,35.270475305629525,34.91019230588272,35.21468838383295,68974800,28.0,73.0,1.15,244.243,110.2512,-0.12204996428643666
2017-07-21,34.92879867553711,34.96831309391388,34.605706857744124,34.863715686827504,105010400,28.0,73.0,1.15,244.243,110.191,-0.12251227945636434
2017-07-24,35.35182571411133,35.43318119486807,34.84278115834666,35.000842323222585,85972800,28.0,73.0,1.15,244.243,110.2004,-0.1224400907089005
2017-07-25,35.50290298461914,35.75858497257117,35.28440871800708,35.28440871800708,75415600,28.0,73.0,1.15,244.243,110.2835,-0.12180191146270458
2017-07-26,35.6702766418457,35.77952027892254,35.57729842860687,35.64470807654955,63124000,28.0,73.0,1.15,244.243,110.3811,-0.12105237723371887
2017-07-27,34.99618911743164,35.79346069221231,34.238435490087035,35.737673778263115,129905200,28.0,73.0,1.15,244.243,110.216,-0.12232028810672657
2017-07-28,34.74980926513672,34.919489614945064,34.6777533719341,34.84046079961032,68854800,28.0,73.0,1.15,244.243,109.92,-0.12459346568643748
2017-07-31,34.570838928222656,34.9427447634796,34.43137690006898,34.842793607217075,79383600,28.0,73.0,1.15,244.243,109.8177,-0.12537909428915517
2017-08-01,34.877647399902344,34.91716180226499,34.49644567191249,34.65682995293205,141474400,35.0,79.0,1.16,245.183,109.8495,-0.12990899697729474
2017-08-02,36.52565383911133,37.13232291881002,36.29786343025978,37.0230757382192,279747200,35.0,79.0,1.16,245.183,109.7503,-0.1306708186526574
2017-08-03,36.16070938110352,36.54191101716612,36.032866612080014,36.50471974858573,108389200,35.0,79.0,1.16,245.183,109.8332,-0.13003417533725858
2017-08-04,36.351322174072266,36.58608549561025,36.18861474593922,36.27694315553541,82239600,35.0,79.0,1.16,245.183,110.2808,-0.12659676221334448
2017-08-07,36.91383361816406,36.93940218620661,36.41641165086437,36.50706320178677,87481200,35.0,79.0,1.16,245.183,110.373,-0.12588869811588033
2017-08-08,37.20903015136719,37.61580052880393,36.78831392847075,36.865019625255286,144823600,35.0,79.0,1.16,245.183,110.396,-0.1257120660742136
2017-08-09,37.43680953979492,37.485623531278215,36.98355196211512,37.01841656549234,104526000,35.0,79.0,1.16,245.183,110.3671,-0.12593400807439503
2017-08-10,36.2443962097168,37.33648673766477,36.08338204095104,37.313150009179786,163217200,35.0,79.0,1.16,245.183,110.1886,-0.12730482631080842
2017-08-11,36.7484245300293,37.00278197214367,36.41939955013738,36.543076338748016,105028400,35.0,79.0,1.16,245.183,110.0422,-0.12842912765428716
2017-08-14,37.30148315429688,37.38549038726419,37.044793397817664,37.17780633363452,88490800,35.0,79.0,1.16,245.183,110.095,-0.12802364192385218
2017-08-15,37.709842681884766,37.849852332322016,37.36914576718812,37.49049031278083,117862000,35.0,79.0,1.16,245.183,110.4846,-0.1250316487310975
2017-08-16,37.55815887451172,37.92218892894133,37.37147579102165,37.78917959090758,110686400,35.0,79.0,1.16,245.183,110.4394,-0.12537876909124257
2017-08-17,36.83709716796875,37.50215450585416,36.83242911193449,37.45781687523733,111762400,35.0,79.0,1.16,245.183,110.1673,-0.12746840294069972
2017-08-18,36.75309371948242,37.21979967147585,36.57107868305969,36.837100933268594,109712400,35.0,79.0,1.16,245.183,110.041,-0.12843834323906977
2017-08-21,36.6854248046875,36.84410312737541,36.19538210568727,36.7530956044964,105474000,35.0,79.0,1.16,245.183,109.7349,-0.13078908532403444
2017-08-22,37.28514099121094,37.33647893460074,36.87444100477661,36.923443139395175,86418400,35.0,79.0,1.16,245.183,109.8386,-0.1299927052057369
2017-08-23,37.331817626953125,37.44616189620889,37.07513142428197,37.119469070742056,77596400,35.0,79.0,1.16,245.183,109.8095,-0.13021618313671535
2017-08-24,37.1661262512207,37.50915538095337,36.99811183826252,37.43681297371242,79275600,35.0,79.0,1.16,245.183,109.7524,-0.13065469137928798
2017-08-25,37.30380630493164,37.467152673451416,37.16612890579953,37.25480061403382,101920400,35.0,79.0,1.16,245.183,109.3415,-0.13381026120193396
2017-08-28,37.67950820922852,37.80318501113862,37.3201426046457,37.36914830006485,103864000,35.0,79.0,1.16,245.183,109.1815,-0.13503900583961548
2017-08-29,38.01554107666016,38.06454321653382,37.3364829386492,37.35981966475965,118067600,35.0,79.0,1.16,245.183,109.0946,-0.13570636777095635
2017-08-30,38.11821365356445,38.24422270580322,37.94553115317101,38.22322179054412,109078400,35.0,79.0,1.16,245.183,109.4052,-0.13332106724305703
2017-08-31,38.26987838745117,38.39122290128065,38.14853387362169,38.185871194905054,107140400,35.0,79.0,1.16,245.183,109.3686,-0.13360214257892655
2017-09-01,38.28153991699219,38.489223833646406,38.18353213661762,38.45655457352155,66364400,59.0,75.0,1.15,246.435,109.0504,-0.13802944941434525
2017-09-05,37.82186126708984,38.328236938168864,37.46716364820454,38.21156041780914,117874000,59.0,75.0,1.15,246.435,108.8664,-0.13944250574767914
2017-09-06,37.78218460083008,38.03420626488549,37.45782407741031,37.96886771057677,86606800,59.0,75.0,1.15,246.435,108.4897,-0.14233543140402072
2017-09-07,37.630496978759766,37.85918544283266,37.42048073941826,37.824180362486686,87714000,59.0,75.0,1.15,246.435,107.9224,-0.14669209911000058
2017-09-08,37.01678466796875,37.60483161881925,36.99344794549903,37.53716082075135,114446000,59.0,75.0,1.15,246.435,107.808,-0.14757065152594284
2017-09-11,37.6865119934082,37.81485686403658,37.31081349612394,37.453158977969146,126323200,59.0,75.0,1.15,246.435,108.153,-0.14492117090094192
2017-09-12,37.53717041015625,38.26056626331219,37.0494634078292,37.94553823291222,286856000,59.0,75.0,1.15,246.435,108.3239,-0.14360871803481834
2017-09-13,37.25479507446289,37.32713747611398,36.84876324175742,37.306133005604565,179629600,59.0,75.0,1.15,246.435,108.6628,-0.1410060832991289
2017-09-14,36.93510818481445,37.19646237447088,36.89077055035121,37.10079036191123,95042800,59.0,75.0,1.15,246.435,108.618,-0.14135013179767986
2017-09-15,37.30846786499024,37.56282170601592,36.869763213912414,36.97943937668187,196458400,59.0,75.0,1.15,246.435,108.3147,-0.14367937085148497
2017-09-18,37.026123046875,37.453159498343865,36.86977695164069,37.362151963485545,113077600,59.0,75.0,1.15,246.435,108.6401,-0.14118041144460003
2017-09-19,37.04011154174805,37.28280059577159,36.97244075516808,37.22212655192404,83242400,59.0,75.0,1.15,246.435,108.6142,-0.1413793144828247
2017-09-20,36.41939163208008,36.93043153167643,35.896679813760755,36.84642433874445,211805600,59.0,75.0,1.15,246.435,108.4329,-0.14277163575039764
2017-09-21,35.79401397705078,36.35639552154219,35.64466821011986,36.35639552154219,150046800,59.0,75.0,1.15,246.435,108.9267,-0.13897942261235285
2017-09-22,35.44399642944336,35.53267173238431,35.13363642983519,35.362321433504576,186581600,59.0,75.0,1.15,246.435,108.7542,-0.14030416292485337
2017-09-25,35.13128662109375,35.42997810617242,34.80692616960909,35.00060954145725,177549200,59.0,75.0,1.15,246.435,109.3302,-0.13588068222919947
2017-09-26,35.735687255859375,35.91770235673438,35.397326032985845,35.418326953697935,146640000,59.0,75.0,1.15,246.435,109.7769,-0.13245018079387227
2017-09-27,35.99003219604492,36.10437644790088,35.829018056321864,35.88969211516487,102016800,59.0,75.0,1.15,246.435,110.0722,-0.13018237897195117
2017-09-28,35.768348693847656,36.00170170127656,35.63300352225677,35.91069417080666,88022000,59.0,75.0,1.15,246.435,110.2415,-0.1288822135522042
2017-09-29,35.96435546875,35.96669127708443,35.46964835479913,35.75200699064002,105199200,59.0,75.0,1.15,246.435,110.0867,-0.13007102398916126
2017-10-02,35.89201736450195,36.04136311296529,35.63766349864281,35.99702548189776,74795200,38.0,68.0,1.15,246.626,110.3686,-0.12849496690054685
2017-10-03,36.04836654663086,36.19071200367247,35.91535720256329,35.93869036363075,64921200,38.0,68.0,1.15,246.626,110.3281,-0.12880599288695993
2017-10-04,35.81500625610352,35.90368150782453,35.57698883414147,35.85001133158012,80655200,38.0,68.0,1.15,246.626,110.2425,-0.12946337126811958
2017-10-05,36.26071548461914,36.27238384448962,35.948023379917835,35.97835684276088,85135200,38.0,68.0,1.15,246.626,110.5823,-0.12685382484384333
2017-10-06,36.239723205566406,36.28406084722537,36.06704069612739,36.16271628489837,69630400,38.0,68.0,1.15,246.626,110.7841,-0.1253040706695674
2017-10-09,36.36573028564453,36.57341431104818,36.284058872908,36.35872998057238,65051600,38.0,68.0,1.15,246.626,110.7841,-0.1253040706695674
2017-10-10,36.37972259521485,36.86976520256019,36.19304308830553,36.41705992087005,62468000,38.0,68.0,1.15,246.626,110.3034,-0.1289956803404021
2017-10-11,36.53140640258789,36.63174646571717,36.34472332346069,36.39606125923776,67622400,38.0,68.0,1.15,246.626,110.3037,-0.1289933764442064
2017-10-12,36.40307235717773,36.72276486602361,36.34006604264477,36.484747341227305,64500400,38.0,68.0,1.15,246.626,110.3152,-0.12890506042337302
2017-10-13,36.63408279418945,36.70175358648337,36.498737648918,36.57340874521874,65576800,38.0,68.0,1.15,246.626,110.2669,-0.12927598771087312
2017-10-16,37.30846786499024,37.33646907737966,36.78808826353238,36.84642649646579,96486000,38.0,68.0,1.15,246.626,110.5432,-0.1271540993146768
2017-10-17,37.44614410400391,37.539483849592095,37.15678519558765,37.285130016283695,75989200,38.0,68.0,1.15,246.626,110.9141,-0.1243057156514511
2017-10-18,37.28047561645508,37.50216382462566,37.24314184095446,37.43448945770484,65496800,38.0,68.0,1.15,246.626,110.7214,-0.1257855849744589
2017-10-19,36.39840698242188,36.65509675633909,36.1743900530804,36.578089824163925,170336800,38.0,68.0,1.15,246.626,110.4577,-0.12781070973043784
2017-10-20,36.46139907836914,36.81142850952149,36.39372828838043,36.54540628427304,95896400,38.0,68.0,1.15,246.626,111.0375,-0.1233580463496392
2017-10-23,36.44272613525391,36.79742358082719,36.286380101647744,36.610740527331615,87937200,38.0,68.0,1.15,246.626,111.2134,-0.12200719521358805
2017-10-24,36.65975189208984,36.73442298865466,36.44973208909128,36.47073300118605,71028800,38.0,68.0,1.15,246.626,111.4027,-0.12055343671413088
2017-10-25,36.49872589111328,36.76474803972663,36.23270374249994,36.61540233455216,84828400,38.0,68.0,1.15,246.626,111.3904,-0.12064789645815266
2017-10-26,36.73209381103516,36.83010163635278,36.58508029271675,36.69008842265107,68002000,38.0,68.0,1.15,246.626,111.6418,-0.11871723144619539
2017-10-27,38.04820251464844,38.176547360433645,37.03311566970075,37.17079306759591,177816800,38.0,68.0,1.15,246.626,112.1495,-0.114818271117752
2017-10-30,38.90462112426758,39.21964916882233,38.20456196808812,38.24423155965609,178803200,38.0,68.0,1.15,246.626,111.901,-0.11672666513315133
2017-10-31,39.445987701416016,39.58833316716065,38.95594856083255,39.17996543633241,144187200,38.0,68.0,1.15,246.626,111.8052,-0.11746237598496312
2017-11-01,38.94426727294922,39.65599436543751,38.64557583096772,39.63965795249839,134551200,50.0,82.0,1.16,247.284,111.7942,-0.12145158494058272
2017-11-02,39.22897720336914,39.31998474075716,38.5685877148624,38.87661541721236,165573600,50.0,82.0,1.16,247.284,111.5474,-0.12334692354420673
2017-11-03,40.25338745117188,40.66408739781304,39.9313592121437,40.60341690726902,237594400,50.0,82.0,1.16,247.284,111.9383,-0.12034494680127084
2017-11-06,40.661746978759766,40.83442942424573,40.07136436630444,40.22304234252588,140105200,50.0,82.0,1.16,247.284,111.7197,-0.12202371916250321
2017-11-07,40.79242706298828,40.89510292677911,40.51007199824681,40.58241084027672,97446000,50.0,82.0,1.16,247.284,111.9446,-0.12029656498116215
2017-11-08,41.12612915039063,41.12612915039063,40.68042411840414,40.7574310266021,97638000,50.0,82.0,1.16,247.284,111.6935,-0.12222492609692359
2017-11-09,41.04212188720703,41.0934598259423,40.40273346157568,40.862439101633605,117930400,50.0,82.0,1.16,247.284,111.5626,-0.1232301928036269
2017-11-10,40.90629577636719,41.07257358563679,40.8126204525574,41.009340776648685,100582000,50.0,82.0,1.16,247.284,111.5626,-0.1232301928036269
2017-11-13,40.74235153198242,40.86647291168076,40.60886047825952,40.63228108983731,67928400,50.0,82.0,1.16,247.284,111.7833,-0.1215352931690249
2017-11-14,40.12643814086914,40.62760864959779,40.08896658030436,40.524563644787,99130000,50.0,82.0,1.16,247.284,111.5097,-0.12363644649946048
2017-11-15,39.59714889526367,39.88754800581504,39.43321535442144,39.80557944865234,116632400,50.0,82.0,1.16,247.284,111.4809,-0.1238576205342431
2017-11-16,40.07022476196289,40.25054990364294,39.88287057756387,40.08895696426733,94550000,50.0,82.0,1.16,247.284,111.2568,-0.12557863099239597
2017-11-17,39.84773254394531,40.13813165659345,39.72829601478715,40.05616309883891,87598000,50.0,82.0,1.16,247.284,111.0016,-0.12753847868949808
2017-11-20,39.80792236328125,39.94375404019337,39.70956223313456,39.88052125171214,65049600,50.0,82.0,1.16,247.284,111.2599,-0.12555482406504093
2017-11-21,40.54796600341797,40.67911283285023,39.99527324117979,39.99527324117979,100525200,50.0,82.0,1.16,247.284,110.9828,-0.12768285618442576
2017-11-22,40.97420501708984,40.9835711181554,40.52689775467844,40.5994966517589,102355600,50.0,82.0,1.16,247.284,110.5632,-0.13090523899674567
2017-11-24,40.976539611816406,41.10066098017988,40.90159652039823,41.00698568939045,56106800,50.0,82.0,1.16,247.284,110.0253,-0.1350361248755515
2017-11-27,40.770450592041016,41.002301766111664,40.59480673778599,40.99527629782013,82867200,50.0,82.0,1.16,247.284,110.1136,-0.13435801142863102
2017-11-28,40.53157424926758,40.95311660664332,40.24820061495932,40.81962914640315,105715200,50.0,82.0,1.16,247.284,110.3018,-0.13291270054855808
2017-11-29,39.69083023071289,40.49645069529323,39.14750704492756,40.428536637126456,166665600,50.0,82.0,1.16,247.284,110.3265,-0.13272301309511592
2017-11-30,40.24586868286133,40.31378274336815,39.44727365976507,39.9133131291183,166108800,50.0,82.0,1.16,247.284,110.4648,-0.1316609169489199
2017-12-01,40.05853271484375,40.20373057653209,39.46134254326052,39.80092014718496,159037200,44.0,77.0,1.3,247.805,110.1413,-0.1620179018885689
2017-12-04,39.76578140258789,40.4262006370724,39.72596921234276,40.3934139172538,130169600,44.0,77.0,1.3,247.805,110.397,-0.16005421436447398
2017-12-05,39.72829818725586,40.16857993004411,39.43789905872778,39.5924665097258,109400800,44.0,77.0,1.3,247.805,110.4905,-0.15933616671682882
2017-12-06,39.580753326416016,39.85944212957569,38.983567117911726,39.22712500831736,114240000,44.0,77.0,1.3,247.805,110.8711,-0.15641329040994367
2017-12-07,39.65336990356445,39.9156636594759,39.55735037738816,39.58545225881169,102693200,44.0,77.0,1.3,247.805,111.0178,-0.15528668517026945
2017-12-08,39.66508483886719,40.04681881671723,39.53628214005768,39.92738222249045,93420800,44.0,77.0,1.3,247.805,111.2273,-0.15367779766030498
2017-12-11,40.43790054321289,40.4894230287432,39.5292351512967,39.62525465373805,141095200,44.0,77.0,1.3,247.805,111.0827,-0.15478827562660968
2017-12-12,40.21074295043945,40.372335910833776,40.1545391892479,40.31612857615792,77636800,44.0,77.0,1.3,247.805,111.5214,-0.1514192114231665
2017-12-13,40.34424209594727,40.64166325433846,40.28100927848082,40.398105235685705,95273600,44.0,77.0,1.3,247.805,111.2759,-0.15330456647660928
2017-12-14,40.33252716064453,40.54564263595612,40.19903606946542,40.37467998513186,81906000,44.0,77.0,1.3,247.805,111.0893,-0.1547375899103054
2017-12-15,40.74235153198242,40.78918918165439,40.38872316745292,40.66272717019172,160677200,44.0,77.0,1.3,247.805,111.1286,-0.15443577950867482
2017-12-18,41.31613540649414,41.49880480631733,40.95079660684776,40.95548144551845,117684400,44.0,77.0,1.3,247.805,110.9086,-0.15612530338548702
2017-12-19,40.8758430480957,41.07490754571069,40.77045743255763,40.990598338583446,109745600,44.0,77.0,1.3,247.805,111.1255,-0.15445958643602986
2017-12-20,40.83135986328125,41.08194334217414,40.5737473396672,40.95313708036712,93902400,44.0,77.0,1.3,247.805,110.8361,-0.15668207829943648
2017-12-21,40.98592758178711,41.22246371349465,40.77281564550112,40.78920722206841,83799600,44.0,77.0,1.3,247.805,110.8786,-0.15635569300505225
2017-12-22,40.98592758178711,41.0819471288469,40.86649098627616,40.90864381757937,65397600,44.0,77.0,1.3,247.805,111.0997,-0.15465772150885615
2017-12-26,39.94610977172852,40.15688102950606,39.73767557275851,39.99997290231888,132742000,44.0,77.0,1.3,247.805,110.9758,-0.15560923063766074
2017-12-27,39.95312881469727,39.99528163007775,39.7446982227426,39.83603289621748,85992800,44.0,77.0,1.3,247.805,110.8553,-0.1565346289429147
2017-12-28,40.0655403137207,40.24586903063577,39.92502378068592,40.04680453775048,65920800,44.0,77.0,1.3,247.805,110.5154,-0.15914494333258955
2017-12-29,39.632286071777344,39.95078713310234,39.629945439714064,39.93439556169126,103999600,44.0,77.0,1.3,247.805,110.0783,-0.16250172008965602
2018-01-02,40.34189987182617,40.35126955001452,39.63932409407833,39.85009897149381,102223600,36.0,72.0,1.41,248.859,109.6444,-0.18972121638868722
2018-01-03,40.33485412597656,40.87818083627618,40.27162491067019,40.405112383133705,118071600,36.0,72.0,1.41,248.859,109.6751,-0.18948545101133218
2018-01-04,40.522216796875,40.6252617858804,40.299735247059225,40.40746150030368,89738400,36.0,72.0,1.41,248.859,109.4779,-0.19099987877727465
2018-01-05,40.98357772827149,41.07022757766769,40.526904291139054,40.618238978565536,94640000,36.0,72.0,1.41,248.859,109.3496,-0.19198517838361573
2018-01-08,40.83135986328125,41.12644037566064,40.73299611900326,40.83135986328125,82271200,36.0,72.0,1.41,248.859,109.5678,-0.19030947788397734
2018-01-09,40.82666778564453,40.997626844556606,40.61121170113573,40.87819028123188,86336000,36.0,72.0,1.41,248.859,109.9022,-0.18774140159122288
2018-01-10,40.817291259765625,40.81963546502523,40.51518538041785,40.55265692973523,95839600,36.0,72.0,1.41,248.859,109.6277,-0.18984946661024527
2018-01-11,41.04914474487305,41.0983266027859,40.86413476669079,40.887551806210006,74670800,36.0,72.0,1.41,248.859,109.4887,-0.1909169385142313
2018-01-12,41.4730339050293,41.536266705175215,41.13579706889646,41.2599184636559,101672400,36.0,72.0,1.41,248.859,108.9011,-0.19542950319611685
2018-01-16,41.26226043701172,42.01167360260789,41.25055013043537,41.662726478142304,118263600,36.0,72.0,1.41,248.859,108.322,-0.19987679081912568
2018-01-17,41.943756103515625,41.9788834468811,40.99996336127196,41.25288738047048,137547200,36.0,72.0,1.41,248.859,108.1526,-0.20117772420427116
2018-01-18,41.98122024536133,42.17794407069606,41.744687816836304,42.00698148597164,124773600,36.0,72.0,1.41,248.859,108.0655,-0.20184662206640902
2018-01-19,41.79387283325195,42.056166522261215,41.54797071306402,41.82900017607158,129700400,36.0,72.0,1.41,248.859,107.9454,-0.20276894851006877
2018-01-22,41.451961517333984,41.63463089237908,41.358286197536025,41.52221979392465,108434400,36.0,72.0,1.41,248.859,108.1069,-0.20152868439140903
2018-01-23,41.4613151550293,42.02337762529229,41.40979624606809,41.52220731072736,130756400,36.0,72.0,1.41,248.859,107.9981,-0.2023642307450324
