# Author: Diyar Erol
date,close,high,low,open,volume,apple iphone,macbook
2015-02-19,28.58867835998535,28.71776739221714,28.56197145541902,28.595355086126933,149449600,22.0,68.0
2015-02-20,28.822378158569336,28.822378158569336,28.499657229063484,28.62651844031598,195793600,22.0,68.0
2015-02-23,29.601354598999023,29.601354598999023,28.857983050448208,28.9381071536277,283896400,22.0,68.0
2015-02-24,29.416627883911133,29.734899896206425,29.194061278089517,29.588005121300906,276912400,22.0,68.0
2015-02-25,28.664358139038086,29.289773295274617,28.521915615006805,29.28086872721773,298846800,22.0,68.0
2015-02-26,29.02713966369629,29.12729396862077,28.179161341319833,28.664354967712665,365150000,22.0,68.0
2015-02-27,28.590911865234375,29.060527608136557,28.54194693309501,28.93366299411255,248059200,22.0,68.0
2015-03-02,28.73112678527832,28.99598163064792,28.555300633699616,28.76673826279468,192386800,25.0,82.0
2015-03-03,28.791217803955078,28.826829277853392,28.50855724854495,28.702192515306365,151265200,25.0,82.0
2015-03-04,28.60870933532715,28.835728218754888,28.55974780762392,28.733349484334305,126665200,25.0,82.0
2015-03-05,28.1346492767334,28.655454390000926,27.989980623698415,28.617618469406004,226068400,25.0,82.0
2015-03-06,28.17693328857422,28.7934420686846,28.101261454083147,28.577552179150562,291368400,25.0,82.0
2015-03-09,28.297119140625,28.837957778090015,27.83418017642311,28.479623696005753,354114000,25.0,82.0
2015-03-10,27.711769104003906,28.3149244137179,27.553747014570217,28.13464600287989,275426400,25.0,82.0
2015-03-11,27.206544876098633,27.769638188666633,27.177611824964035,27.76518760312618,275756000,25.0,82.0
2015-03-12,27.698415756225586,27.79857175613911,27.070777942685456,27.22212331535712,193450800,25.0,82.0
2015-03-13,27.507007598876953,27.90985433352595,27.282216536512934,27.687287714754685,207309200,25.0,82.0
2015-03-16,27.80970001220703,27.80970001220703,27.346762707780687,27.57155378369179,143497200,25.0,82.0
2015-03-17,28.274864196777344,28.337182579986006,27.965496724385353,28.021138380542887,204092400,25.0,82.0
2015-03-18,28.5931339263916,28.746705437477463,28.12574436427423,28.265960723494878,261083600,25.0,82.0
2015-03-19,28.37724494934082,28.76673654668471,28.354988626245177,28.655453233157886,183238000,25.0,82.0
2015-03-20,28.02113914489746,28.57755402360196,27.856440313632152,28.544170387435678,274780400,25.0,82.0
2015-03-23,28.312692642211914,28.455135108533188,28.159121168377233,28.29266246634555,150838800,25.0,82.0
2015-03-24,28.19696807861328,28.497431004034567,28.16803332875073,28.317154267611016,131369200,25.0,82.0
2015-03-25,27.460268020629883,28.22589771049454,27.460268020629883,28.16357933072388,206620800,25.0,82.0
2015-03-26,27.65167808532715,27.794120594999193,27.28666894203646,27.322280418478798,190291600,25.0,82.0
2015-03-27,27.43133544921875,27.75405636351956,27.355663614766957,27.72512331470832,158184800,25.0,82.0
2015-03-30,28.125741958618164,28.13241868495542,27.598258503345505,27.60938751260654,188398800,25.0,82.0
2015-03-31,27.693965911865234,28.15245262749894,27.678386315646087,28.063425635654404,168362400,25.0,82.0
2015-04-01,27.653894424438477,27.84752793834553,27.397942546896438,27.78075729270915,162485600,25.0,77.0
2015-04-02,27.892053604125977,27.94546912676751,27.640553891058623,27.827509069328407,128880400,25.0,77.0
2015-04-06,28.343856811523438,28.379468283392196,27.671706411460807,27.70286560032175,148776000,25.0,77.0
2015-04-07,28.045616149902344,28.51523008704785,28.038939423968984,28.408399076017474,140049200,25.0,77.0
2015-04-08,27.954364776611328,28.13241873682573,27.81414842912516,28.010006426922278,149316800,25.0,77.0
2015-04-09,28.168033599853516,28.172485883590006,27.74515833951772,28.010011488182474,129936000,25.0,77.0
2015-04-10,28.2882080078125,28.312690464019965,27.878686373156768,28.032256137128662,160752000,25.0,77.0
2015-04-13,28.232576370239258,28.615392939431228,28.179160855071164,28.570876897035358,145460400,25.0,77.0
2015-04-14,28.11016082763672,28.33050127496176,28.02335999390115,28.26595676048305,102098400,25.0,77.0
2015-04-15,28.216997146606445,28.294895127681393,28.045621588241563,28.134648580062343,115881600,25.0,77.0
2015-04-16,28.081226348876953,28.288213346207304,28.067872896806715,28.10570880970461,113476000,25.0,77.0
2015-04-17,27.765182495117188,28.07454992374797,27.700637979338687,27.94323644885431,207828000,25.0,77.0
2015-04-20,28.39950180053711,28.51523570161574,27.858664818817697,27.947691810904374,188217200,25.0,77.0
2015-04-21,28.245925903320312,28.533035301511646,28.19250870073043,28.51078068083827,129740400,25.0,77.0
2015-04-22,28.62651824951172,28.682159905817624,28.114616030326534,28.263735261694702,150618000,25.0,77.0
2015-04-23,28.860212326049805,29.027137285949443,28.519685679542306,28.555297152717507,183083600,25.0,77.0
2015-04-24,28.9959716796875,29.073871335508418,28.762276108321,29.042712152399304,178103600,25.0,77.0
2015-04-27,29.523454666137695,29.630289066787313,29.189604805324546,29.447782846083186,387816800,25.0,77.0
2015-04-28,29.058292388916016,29.944106433953536,28.837953646341134,29.926304095966827,475696000,25.0,77.0
2015-04-29,28.630970001220703,29.287540854217855,28.55529816511329,28.969272216185253,253544400,25.0,77.0
2015-04-30,27.854211807250977,28.630968807003697,27.72734890644295,28.630968807003697,332781600,25.0,77.0
2015-05-01,28.69996452331543,28.96259489680037,27.88759773139169,28.065650005792723,234050400,26.0,72.0
2015-05-04,28.644323348999023,29.06052523824225,28.5463934927065,28.822377324431148,203953200,26.0,72.0
2015-05-05,27.998876571655273,28.588676652922196,27.99442428912783,28.52190599939661,197085600,26.0,72.0
2015-05-06,27.823047637939453,28.210312997720948,27.455812454572502,28.168024805670445,288564000,26.0,72.0
2015-05-07,27.995145797729492,28.17841268755224,27.718009170082315,27.885631387791218,175763600,26.0,72.0
2015-05-08,28.52259063720703,28.52259063720703,28.185110838851806,28.312503626885885,222201600,26.0,72.0
2015-05-11,28.232046127319336,28.509180998854276,28.07783316974487,28.471187045728733,168143200,26.0,72.0
2015-05-12,28.13147735595703,28.35720737088283,27.896805580079814,28.071132405524015,192640000,26.0,72.0
2015-05-13,28.162763595581055,28.426489244926348,28.13147425626391,28.1940529348982,138776800,26.0,72.0
2015-05-14,28.81984519958496,28.81984519958496,28.41978835091865,28.475662422034667,180814000,26.0,72.0
2015-05-15,28.779619216918945,28.940536824125893,28.654461835820847,28.846668788302317,152832000,26.0,72.0
2015-05-18,29.096981048583984,29.21543380338683,28.68798244962446,28.69245333007435,203531600,26.0,72.0
2015-05-19,29.07015609741211,29.25118749697334,28.974050945746164,29.208722667884793,178532800,26.0,72.0
2015-05-20,29.067928314208984,29.273544501554046,28.907010704933214,29.054519081816487,145819600,26.0,72.0
2015-05-21,29.365175247192383,29.418815580549495,29.01652160607739,29.070161939434502,158921600,26.0,72.0
2015-05-22,29.6221981048584,29.718303287216482,29.36741245924062,29.412114447472042,182384000,26.0,72.0
2015-05-26,28.969593048095703,29.70489787961476,28.85784488369443,29.635614563331302,282790400,26.0,72.0
2015-05-27,29.51045036315918,29.559619822667745,29.0656949025357,29.13050732991539,183332800,26.0,72.0
2015-05-28,29.45233917236328,29.49033313029952,29.300363340618333,29.470219283794904,122933200,26.0,72.0
2015-05-29,29.117094039916992,29.37858426889238,29.03216436527658,29.329414816235555,203538000,26.0,72.0
2015-06-01,29.175207138061523,29.365180367831247,29.065696127499546,29.1170993245038,128451200,28.0,73.0
2015-06-02,29.045581817626953,29.20202855186745,28.90254431628092,29.023230822614153,134670400,28.0,73.0
2015-06-03,29.081336975097656,29.264605574947947,29.032167517102838,29.20202688482415,123934000,28.0,73.0
2015-06-04,28.911479949951172,29.184145694113607,28.81090730241516,28.960649406130152,153800400,28.0,73.0
2015-06-05,28.75279426574707,28.98523230030165,28.687981846856992,28.942767462626342,142507200,28.0,73.0
2015-06-08,28.562824249267578,28.877954811317277,28.34603259256239,28.808668102346388,210699200,28.0,73.0
2015-06-09,28.477893829345703,28.62540218350224,28.075601573279236,28.31697624486264,224301600,28.0,73.0
2015-06-10,28.8042049407959,28.907011331555527,28.574002313838697,28.589646987016224,156349200,28.0,73.0
2015-06-11,28.7393856048584,29.09474386884714,28.714800877836893,28.871247590572576,141563600,28.0,73.0
2015-06-12,28.422019958496094,28.681276447535282,28.40861072807724,28.649987106463822,147544800,28.0,73.0
2015-06-15,28.366146087646484,28.43766482561009,28.095715806435937,28.182879215043418,175955600,28.0,73.0
2015-06-16,28.51812744140625,28.574001516215095,28.24322794822594,28.39073461904774,125976400,28.0,73.0
2015-06-17,28.451082229614258,28.5807087993593,28.325923130867128,28.544950274818408,131672400,28.0,73.0
2015-06-18,28.58070182800293,28.67680529040624,28.433195179396215,28.435430619491505,141628800,28.0,73.0
2015-06-19,28.294626235961914,28.56729194657224,28.249927665922023,28.542707221507953,218867600,28.0,73.0
2015-06-22,28.520360946655273,28.620933592430493,28.401908188920487,28.49354077871593,136157200,28.0,73.0
2015-06-23,28.390724182128906,28.52035239726581,28.357199408539593,28.491298502896843,121075600,28.0,73.0
2015-06-24,28.63210678100586,29.009816016287797,28.410845955048714,28.430959800526097,221123600,28.0,73.0
2015-06-25,28.495777130126953,28.87572014313876,28.495777130126953,28.79973222259295,127752400,28.0,73.0
2015-06-26,28.328149795532227,28.605284669149608,28.274511172767166,28.533765937082507,176267200,28.0,73.0
2015-06-29,27.831993103027344,28.265576457225944,27.820819311458745,28.039844723786928,196645600,28.0,73.0
2015-06-30,28.033140182495117,28.187353170768603,27.90574736331223,28.06442952719678,177482800,28.0,73.0
2015-07-01,28.294626235961914,28.37061585119911,28.15829338065675,28.3616757961629,120955200,29.0,78.0
2015-07-02,28.258874893188477,28.314748972490012,28.10913106475277,28.256639452576774,108844000,29.0,78.0
2015-07-06,28.16053009033203,28.21193498282255,27.903509038161864,27.92362458918554,112241600,29.0,78.0
2015-07-07,28.091251373291016,28.194059469897024,27.662137167931014,28.135949952635713,187787200,29.0,78.0
2015-07-08,27.393943786621094,27.856581099336466,27.387239169865182,27.82082257492441,243046400,29.0,78.0
2015-07-09,26.8351993560791,27.726949071884263,26.645227851428672,27.680015055804134,314380000,29.0,78.0
2015-07-10,27.552621841430664,27.680014656134844,27.089984598016393,27.253137636917494,245418000,29.0,78.0
2015-07-13,28.084543228149414,28.10689251501363,27.785057327716807,27.94373948113641,165762000,29.0,78.0
2015-07-14,28.0733699798584,28.243227642880512,27.945977158877167,28.169473455696266,127072400,29.0,78.0
2015-07-15,28.34380340576172,28.417557601042144,28.06666844472385,28.097957793301916,134596800,29.0,78.0
2015-07-16,28.721508026123047,28.73492066863965,28.462253207136044,28.54941662693819,144889600,29.0,78.0
2015-07-17,28.969593048095703,28.969593048095703,28.6768134030097,28.848906531066994,184658800,29.0,78.0
2015-07-20,29.517148971557617,29.7182942160703,29.210956814991693,29.271301752458243,235600800,29.0,78.0
2015-07-21,29.222139358520508,29.707125889309452,29.12603759259452,29.69148292265571,307025600,29.0,78.0
2015-07-22,27.986202239990234,28.048780920616032,27.264308562448523,27.264308562448523,461802400,29.0,78.0
2015-07-23,27.972795486450195,28.404141673972873,27.950444494126867,28.205230119312716,203998000,29.0,78.0
2015-07-24,27.825288772583008,28.102423701392432,27.691191336394024,28.008555666574285,168649200,29.0,78.0
2015-07-27,27.43864631652832,27.626384138415112,27.293375052203135,27.510165080784756,177822000,29.0,78.0
2015-07-28,27.574970245361328,27.693424705361824,27.38946962999341,27.574970245361328,134472400,29.0,78.0
2015-07-29,27.487808227539062,27.60179181286985,27.32689062592886,27.52356845240416,148046800,29.0,78.0
2015-07-30,27.349241256713867,27.393939832061694,27.201732888811602,27.338065760306236,134513200,29.0,78.0
2015-07-31,27.110095977783203,27.4095801362015,27.022932576145575,27.400640081528273,171540000,29.0,78.0
2015-08-03,26.47090721130371,27.39394648709443,26.265289281383765,27.15480547009025,279904000,30.0,87.0
2015-08-04,25.621610641479492,26.305508638928767,25.310950982171413,26.242929960095648,496554400,30.0,87.0
2015-08-05,25.79146385192871,26.247396340447143,25.05392565179637,25.24389709572718,397250400,30.0,87.0
2015-08-06,25.84760093688965,26.15517746013189,25.620849129507224,26.036188514842937,211612000,30.0,87.0
2015-08-07,25.93515968322754,26.09905125335858,25.706162309759637,25.72412335826767,154681600,30.0,87.0
2015-08-10,26.878089904785156,26.938706292793295,26.161909053278666,26.161909053278666,219806400,30.0,87.0
2015-08-11,25.47940444946289,26.532347187350695,25.443484071415618,26.449278636773293,388331200,30.0,87.0
2015-08-12,25.87229347229004,25.91270496835857,24.612803843156907,25.263877185212362,404870000,30.0,87.0
2015-08-13,25.852088928222656,26.132723845565803,25.71513895153043,26.051900852342207,194143200,30.0,87.0
2015-08-14,26.03394317626953,26.112520620724425,25.596153333692396,25.665750254086753,171718000,30.0,87.0
2015-08-17,26.303346633911133,26.413355026346633,25.930662694228516,26.051897166913488,163538800,30.0,87.0
2015-08-18,26.15517234802246,26.366210338258874,26.045163948219415,26.13945686233631,138242800,30.0,87.0
2015-08-19,25.820655822753906,26.15966154165718,25.74656779960572,26.065368628301012,193146000,30.0,87.0
2015-08-20,25.290817260742188,25.672480035526398,25.061818225584076,25.6118636514313,274006400,30.0,87.0
2015-08-21,23.743959426879883,25.122437995754048,23.719263417269794,24.792411060837015,513102000,30.0,87.0
2015-08-24,23.151260375976562,24.426465598031402,20.654731360162238,21.29906979204897,648825200,30.0,87.0
2015-08-25,23.290447235107422,24.945070944636274,23.236565822944648,24.945070944636274,414406400,30.0,87.0
2015-08-26,24.62627601623535,24.67117691823367,23.584559331565895,24.042554013099515,387098400,30.0,87.0
2015-08-27,25.351438522338867,25.423281001280163,24.70036509344975,25.196529194132214,338464400,30.0,87.0
2015-08-28,25.43450355529785,25.43899296023259,25.041614678414888,25.18305405746331,212657600,30.0,87.0
2015-08-31,25.315509796142578,25.7128880021358,25.144883322567427,25.151618285114207,224917200,30.0,87.0
2015-09-01,24.18399429321289,25.117946383585018,24.10317130205401,24.729548627105544,307383600,56.0,82.0
2015-09-02,25.221221923828125,25.221221923828125,24.500551620072176,24.747511731864307,247555200,56.0,82.0
2015-09-03,24.77894401550293,25.320007305220702,24.704855978054088,25.254899791662,212935600,56.0,82.0
2015-09-04,24.531978607177734,24.79689800987154,24.36135382859214,24.46462726179692,199985200,56.0,82.0
2015-09-08,25.21449089050293,25.27061788595885,24.767720486274587,25.088766968796854,219374400,56.0,82.0
2015-09-09,24.729549407958984,25.598394021061996,24.644235296342114,25.540023191161584,340043200,56.0,82.0
2015-09-10,25.27285385131836,25.432254252358536,24.673418178492778,24.756485004003405,251571200,56.0,82.0
2015-09-11,25.641048431396484,25.641048431396484,25.091004731981094,25.097739695285533,199662000,56.0,82.0
2015-09-14,25.888010025024414,26.242732981471587,25.78698213712246,26.173136068155117,233453600,56.0,82.0
2015-09-15,26.10578727722168,26.161914271440974,25.688202303201315,26.02720982788665,173364800,56.0,82.0
2015-09-16,26.134967803955078,26.164153216941944,25.917194847376045,26.099045714562475,148694000,56.0,82.0
2015-09-17,25.575944900512695,26.152930255548252,25.531043996275258,25.966589961389154,256450400,56.0,82.0
2015-09-18,25.47042465209961,25.661257767972646,25.11570341502017,25.192035291081687,297141200,56.0,82.0
2015-09-21,25.865554809570312,25.901476895542967,25.517568594221718,25.519812439950506,200888000,56.0,82.0
2015-09-22,25.45920181274414,25.63431773927507,25.26163372097819,25.45471069455325,201384800,56.0,82.0
2015-09-23,25.66574478149414,25.755548290091255,25.436747461787984,25.510833771985606,143026800,56.0,82.0
2015-09-24,25.818416595458984,25.93067058065663,25.227961249948915,25.425527647267216,200878000,56.0,82.0
2015-09-25,25.753305435180664,26.197831907334532,25.598394409408012,26.14170492267599,224607600,56.0,82.0
2015-09-28,25.243675231933594,25.721876563690177,25.243675231933594,25.56023056060069,208436000,56.0,82.0
2015-09-29,24.48483657836914,25.48389798764426,24.215427722418397,25.331232512509576,293461600,56.0,82.0
2015-09-30,24.763227462768555,25.041616839960714,24.410750051311314,24.734040333164888,265892000,56.0,82.0
2015-10-01,24.601577758789062,24.610558280940232,24.091943832081967,24.48707824243601,255716400,35.0,70.0
2015-10-02,24.78118133544922,24.92262240839427,24.14582528150224,24.249098709751074,232079200,35.0,70.0
2015-10-05,24.87098503112793,25.00344558357738,24.48707672546084,24.66892757739279,208258800,35.0,70.0
2015-10-06,24.989980697631836,25.086519189788948,24.644238230670545,24.83731521498477,192787200,35.0,70.0
2015-10-07,24.87098503112793,25.093247373806907,24.56341030258716,25.086512410825627,187062400,35.0,70.0
2015-10-08,24.583621978759766,24.738533021535588,24.2940065005901,24.738533021535588,247918400,35.0,70.0
2015-10-09,25.171836853027344,25.207757241307505,24.581379733770454,24.695879290079823,211064400,35.0,70.0
2015-10-12,25.055084228515625,25.313268686291394,25.019163851000314,25.308779281424307,121868800,35.0,70.0
2015-10-13,25.09774398803711,25.245918344657017,24.848540025992065,24.8799710020284,132197200,35.0,70.0
2015-10-14,24.743022918701172,25.037127808320886,24.597092397100447,24.985491934943003,177849600,35.0,70.0
2015-10-15,25.113447189331055,25.167328591480544,24.805870831045727,24.904654829035533,150694000,35.0,70.0
2015-10-16,24.929357528686523,25.144884908069713,24.814858019593803,25.09549289579994,156930400,35.0,70.0
2015-10-19,25.084272384643555,25.08876178969489,24.72056891253932,24.875479936134393,119036800,35.0,70.0
2015-10-20,25.54227066040039,25.632074189802136,24.879972842674743,24.996716231895114,195871200,35.0,70.0
2015-10-21,25.540027618408203,25.94863206283886,25.526555975214727,25.59390905260238,167180800,35.0,70.0
2015-10-22,25.9306697845459,25.9306697845459,25.616358293070345,25.66799587833426,166616400,35.0,70.0
2015-10-23,26.73440170288086,26.768078231157887,26.11700496495312,26.200071793462488,237467600,35.0,70.0
2015-10-26,25.881269454956055,26.5211166030824,25.800446476997013,26.509892236224317,265335200,35.0,70.0
2015-10-27,25.71738624572754,26.16415658468257,25.591660629530054,25.908217659825137,279537600,35.0,70.0
2015-10-28,26.777057647705078,26.78379432380087,26.0563874628032,26.251709960955072,342205600,35.0,70.0
2015-10-29,27.05994415283203,27.095866248615476,26.552555683479603,26.649094174822856,204909200,35.0,70.0
2015-10-30,26.828697204589844,27.214851112052347,26.817471123126115,27.16321353532255,197461200,35.0,70.0
2015-11-02,27.205867767333984,27.246279258408084,26.85339042796631,27.120555380781713,128813200,30.0,77.0
2015-11-03,27.517932891845703,27.72447974618764,27.098102507443866,27.11830910887912,182076000,30.0,77.0
2015-11-04,27.38996696472168,27.79857132141872,27.304654569493785,27.64366030440483,179544400,30.0,77.0
2015-11-05,27.263702392578125,27.662783358908804,27.09685586731794,27.47338856466931,158210800,30.0,77.0
2015-11-06,27.295272827148438,27.464374553839395,27.19606765055344,27.306546963671188,132169200,30.0,77.0
2015-11-09,27.18479347229004,27.46437451166946,27.067550365515352,27.272726232418982,135485600,30.0,77.0
2015-11-10,26.3280086517334,26.6211189761139,26.167925902944273,26.357320716286395,236511600,30.0,77.0
2015-11-11,26.179203033447266,26.4745668425892,25.976280610292136,26.237825449068033,180872000,30.0,77.0
2015-11-12,26.091272354125977,26.33928790437367,26.075489593297267,26.21302581774399,130102400,30.0,77.0
2015-11-13,25.329185485839844,26.05745107970351,25.313402725363137,25.974026934217,183249600,30.0,77.0
2015-11-16,25.74403953552246,25.75756711930547,25.02704835177215,25.112725916049918,152426800,30.0,77.0
2015-11-17,25.633562088012695,25.940199957100166,25.550137968269766,25.91088789655169,110467600,30.0,77.0
2015-11-18,26.445253372192383,26.490346474150318,26.041663744960058,26.10028615365863,186698800,30.0,77.0
2015-11-19,26.781198501586914,26.99990363296767,26.325752032261562,26.52416406599485,173183200,30.0,77.0
2015-11-20,26.89844512939453,27.038234770748733,26.796983074659412,26.87589685932573,137148400,30.0,77.0
2015-11-23,26.54897117614746,26.995400492936465,26.456528072899424,26.891683253129298,129930000,30.0,77.0
2015-11-24,26.80375099182129,26.90972168476069,26.40692683638628,26.45427511447142,171212800,30.0,77.0
2015-11-25,26.612096786499023,26.882660527027603,26.58729506727912,26.87815018524687,85553200,30.0,77.0
2015-11-27,26.5624942779541,26.69777701305003,26.5151460087471,26.670720121992556,52185600,30.0,77.0
2015-11-30,26.672983169555664,26.923253895120652,26.548974532494835,26.603086610397767,156721200,30.0,77.0
2015-12-01,26.456518173217773,26.78795770981188,26.34829407158975,26.774430127156148,139409600,34.0,82.0
2015-12-02,26.217531204223633,26.63013982662762,26.172438098906,26.456527758752156,133546400,34.0,82.0
2015-12-03,25.974018096923828,26.332514563195442,25.753059525427997,26.278402505713586,166278000,34.0,82.0
2015-12-04,26.837570190429688,26.887173637150276,25.953732274909825,25.9943167567547,231108000,34.0,82.0
2015-12-07,26.6684627532959,27.024704048666933,26.562492088959715,26.826292024504085,128336800,34.0,82.0
2015-12-08,26.657194137573242,26.7406165463424,26.348301063499722,26.497109672774585,137238000,34.0,82.0
2015-12-09,26.0687198638916,26.53544050807796,25.946966427991917,26.524166372827583,185445600,34.0,82.0
2015-12-10,26.19272804260254,26.366340100948968,26.043919427068637,26.163417697774005,116850800,34.0,82.0
2015-12-11,25.51857566833496,26.01686183825899,25.444170502459794,25.971768736620955,187544800,34.0,82.0
2015-12-14,25.360746383666992,25.40583948226677,24.754234402408738,25.29310501557588,257274800,34.0,82.0
2015-12-15,24.91206169128418,25.43289609134729,24.880496178576283,25.238992673175122,213292400,34.0,82.0
2015-12-16,25.10370635986328,25.250261488081605,24.531016870835494,25.04283051408798,224954000,34.0,82.0
2015-12-17,24.571605682373047,25.3088883546166,24.571605682373047,25.257029741860972,179091200,34.0,82.0
2015-12-18,23.90646743774414,24.693353425186913,23.856864004003178,24.555818977347712,385813200,34.0,82.0
2015-12-21,24.199581146240234,24.20860011004079,23.80275533997306,24.188307011441676,190362400,34.0,82.0
2015-12-22,24.177038192749023,24.28751750540266,24.001170952768174,24.215367504458612,131157600,34.0,82.0
2015-12-23,24.488183975219727,24.54229604416937,24.17027191473331,24.186054673184938,130629600,34.0,82.0
2015-12-24,24.357406616210938,24.576111739027386,24.33936869016207,24.576111739027386,54281600,34.0,82.0
2015-12-28,24.084596633911133,24.28075526789059,23.940296622773996,24.25820699349456,106816800,34.0,82.0
2015-12-29,24.517494201660156,24.67306833434961,24.09361317659744,24.116159728534203,123724800,34.0,82.0
2015-12-30,24.19733238220215,24.50847897484504,24.165766860638026,24.48142379647117,100855200,34.0,82.0
2015-12-31,23.732858657836914,24.131937883584733,23.633651784009544,24.12742926213409,163649200,34.0,82.0
2016-01-04,23.753154754638672,23.757665097176886,22.997834077504077,23.135370281661345,270597600,26.0,74.0
2016-01-05,23.157913208007812,23.865885498795894,23.090273562249713,23.843338950209862,223164000,26.0,74.0
2016-01-06,22.70471954345703,23.08125394699571,22.517581647305203,22.67315403228967,273829600,26.0,74.0
2016-01-07,21.74648094177246,22.576206800086034,21.74197231936601,22.24927748958022,324377600,26.0,74.0
2016-01-08,21.861467361450195,22.346225907540124,21.816374263289404,22.21996385653677,283192000,26.0,74.0
2016-01-11,22.2154541015625,22.334952363018157,21.94714551589993,22.31466098436711,198957600,26.0,74.0
2016-01-12,22.537874221801758,22.70246729894013,22.285348398855252,22.670901786095747,196616800,26.0,74.0
2016-01-13,21.958417892456055,22.815200473070544,21.938126515429893,22.61904189419429,249758400,26.0,74.0
2016-01-14,22.438671112060547,22.65512283678372,21.586398681658064,22.086940069720914,252680400,26.0,74.0
2016-01-15,21.899799346923828,22.030571755861573,21.500720046769526,21.6901131464518,319335600,26.0,74.0
2016-01-19,21.7938232421875,22.242505841527446,21.53227850998704,22.18839379079983,212350800,26.0,74.0
2016-01-20,21.823135375976562,22.13879218491175,21.063304551920083,21.442092378604062,289337600,26.0,74.0
2016-01-21,21.712656021118164,22.068895580088583,21.406018175788052,21.884011148656416,208646000,26.0,74.0
2016-01-22,22.867055892944336,22.87607485555178,22.179376765991236,22.237997442652777,263202000,26.0,74.0
2016-01-25,22.420635223388672,22.891864551220547,22.36877660271937,22.889609379837076,207178000,26.0,74.0
2016-01-26,22.54464340209961,22.745310661789397,22.111743362332327,22.531115813416836,300308000,26.0,74.0
2016-01-27,21.063304901123047,21.787059886927032,21.045266975698283,21.654034057349705,533478800,26.0,74.0
2016-01-28,21.21436882019043,21.31132051985927,20.831072363001763,21.14672917961133,222715200,26.0,74.0
2016-01-29,21.9471435546875,21.9471435546875,21.27299197452338,21.37219884846279,257666000,26.0,74.0
2016-02-01,21.741968154907227,21.805099177655535,21.509735441143935,21.75098711818432,163774000,26.0,67.0
2016-02-02,21.302309036254883,21.654040078890674,21.257214210153034,21.51424869826253,149428800,26.0,67.0
