# GitHub: https://github.com/DiyarErol/Apple_Financial_and_Social_Analysis_Dataset
# Author: Diyar Erol
date,type,position,price,size,cost,pnl,pnl_pct
2015-10-23,entry,-1,26.73440170288086,11626.25609739268,311.13213294120504,,
2015-10-26,exit,-1,25.88126945495605,,,9607.91299850986,9.607912998509862
2015-10-27,entry,1,25.71738624572754,12447.162469558778,320.4289138067737,,
2015-10-28,exit,1,26.77705764770508,,,12869.793619866634,12.869793619866634
2015-10-29,entry,-1,27.05994415283203,12292.904166969867,332.9782785128336,,
2015-10-30,exit,-1,26.828697204589844,,,2510.0512734111308,2.510051273411131
2015-11-04,entry,-1,27.38996696472168,12224.1913101784,335.1553515077319,,
2015-11-05,exit,-1,27.263702392578125,,,1208.6620894244106,1.2086620894244107
2015-11-09,entry,-1,27.18479347229004,12348.55176404341,336.02885824564856,,
2015-11-11,exit,-1,26.179203033447266,,,12081.892758089714,12.081892758089714
2015-11-12,entry,-1,26.091272354125977,13315.830010428997,347.7747221454926,,
2015-11-13,exit,-1,25.329185485839844,,,9800.39224385499,9.800392243854992
2015-11-13,entry,1,25.329185485839844,14089.284968403004,357.2273396672021,,
2015-11-16,exit,1,25.74403953552246,,,5488.126813946877,5.488126813946876
2015-11-17,entry,1,25.63356208801269,14121.949952153722,362.35823914148176,,
2015-11-19,exit,1,26.78119850158692,,,15844.868114862116,15.844868114862114
2015-11-20,entry,-1,26.89844512939453,14032.889501694468,377.8407490172024,,
2015-11-23,exit,-1,26.54897117614746,,,4526.6664613682915,4.526666461368292
2015-11-25,entry,-1,26.612096786499023,14339.628636418567,381.9895747295535,,
2015-11-27,exit,-1,26.5624942779541,,,329.67396681413453,0.3296739668141345
2015-11-30,entry,-1,26.672983169555664,14304.93617594378,381.937259121638,,
2015-12-01,exit,-1,26.456518173217773,,,2714.962635076913,2.714962635076913
2015-12-03,entry,1,25.974018096923828,14779.616029395173,384.2702844975933,,
2015-12-04,exit,1,26.837570190429688,,,12379.082349183862,12.379082349183863
2015-12-08,entry,-1,26.65719413757324,14850.356321175652,396.26509656227955,,
2015-12-09,exit,-1,26.0687198638916,,,8343.183818551632,8.343183818551632
2015-12-10,entry,-1,26.19272804260254,15416.790592113592,404.21201528426894,,
2015-12-15,exit,-1,24.91206169128418,,,19339.95715337234,19.33995715337234
2015-12-16,entry,-1,25.10370635986328,16839.131505210804,423.147760422357,,
2015-12-18,exit,-1,23.90646743774414,,,19737.73904005911,19.73773904005911
2015-12-18,entry,1,23.90646743774414,18489.552691185963,442.4623517019937,,
2015-12-21,exit,1,24.199581146240234,,,4977.521468397156,4.977521468397157
2015-12-29,entry,-1,24.51749420166016,18213.542123633208,446.99741081868893,,
2015-12-31,exit,-1,23.73285865783692,,,13844.442115716536,13.844442115716534
2016-01-04,entry,-1,23.753154754638672,19363.08946828396,460.3948555235867,,
2016-01-07,exit,-1,21.74648094177246,,,38395.47011152289,38.39547011152289
2016-01-07,entry,1,21.74648094177246,22892.513146461773,498.32993077958605,,
2016-01-12,exit,1,22.53787422180176,,,17619.149466243456,17.619149466243456
2016-01-12,entry,-1,22.53787422180176,22847.554054881446,515.45075031505,,
2016-01-13,exit,-1,21.95841789245605,,,12724.224507604566,12.724224507604564
2016-01-14,entry,-1,22.438671112060547,23492.11599544945,527.6595240723394,,
2016-01-15,exit,-1,21.899799346923828,,,12132.106148716122,12.132106148716122
2016-01-19,entry,1,21.7938232421875,24719.146371869592,539.2639706969833,,
2016-01-20,exit,1,21.82313537597656,,,185.84621887728622,0.18584621887728622
2016-01-21,entry,1,21.712656021118164,24795.291827429464,538.9105529451635,,
2016-01-22,exit,1,22.867055892944336,,,28085.31006508488,28.08531006508488
2016-01-22,entry,-1,22.867055892944336,24746.97653052277,566.4569524573031,,
2016-01-25,exit,-1,22.420635223388672,,,10481.671336729434,10.481671336729434
2016-01-26,entry,-1,22.54464340209961,25540.24849295728,576.3721668415753,,
2016-01-27,exit,-1,21.063304901123047,,,37257.95762245151,37.25795762245151
2016-01-27,entry,1,21.063304901123047,29076.19205152531,613.0537522971853,,
2016-01-29,exit,1,21.9471435546875,,,25086.221735056697,25.086221735056697
2016-01-29,entry,-1,21.9471435546875,29019.238506946254,637.5269202799448,,
2016-02-02,exit,-1,21.302309036254883,,,18075.71729454828,18.075717294548284
2016-02-02,entry,1,21.302309036254883,30715.456452630257,654.9651106542132,,
2016-02-03,exit,1,21.72392845153809,,,12295.922644171207,12.295922644171208
2016-02-04,entry,-1,21.898481369018555,30410.30338577256,666.6060681877301,,
2016-02-05,exit,-1,21.31361389160156,,,17120.05796660278,17.12005796660278
2016-02-05,entry,1,21.31361389160156,32015.990532461663,683.0595200861451,,
2016-02-08,exit,1,21.538047790527344,,,6503.097122605325,6.503097122605325
2016-02-12,entry,1,21.30681610107422,32299.085647821365,688.8795576886642,,
2016-02-17,exit,1,22.243061065673828,,,29551.665620813288,29.55166562081329
2016-02-17,entry,-1,22.243061065673828,32235.87793474034,717.7423437517888,,
2016-02-18,exit,-1,21.821407318115234,,,12875.35413561661,12.87535413561661
2016-02-29,entry,1,21.91888236999512,33266.75344479583,729.8999555436535,,
2016-03-01,exit,1,22.78938674926757,,,28229.684502283533,28.22968450228353
2016-03-02,entry,1,22.839258193969727,33129.02432838559,757.3997400903934,,
2016-03-03,exit,1,23.00927925109864,,,4875.9893976113035,4.875989397611304
2016-03-10,entry,1,22.934471130371094,33170.88966619902,761.5183297479143,,
2016-03-11,exit,1,23.181560516357425,,,7435.417948823304,7.4354179488233045
2016-03-14,entry,1,23.24050521850586,33020.970496224036,768.1922293669897,,
2016-03-16,exit,1,24.02259063720703,,,25057.795499320797,25.057795499320797
2016-03-21,entry,1,24.008989334106445,32974.70542334144,792.4818326369435,,
2016-03-22,exit,1,24.19261360168457,,,5263.266781161191,5.263266781161191
2016-03-28,entry,1,23.845779418945312,33387.69729352365,796.9526175854678,,
2016-03-30,exit,1,24.8364200592041,,,32279.054158655024,32.27905415865502
2016-03-31,entry,1,24.70720863342285,33496.551418919116,828.4347191265373,,
2016-04-01,exit,1,24.93389129638672,,,6765.481191339279,6.765481191339279
2016-04-11,entry,1,24.713998794555664,33727.33812776483,834.3717655987501,,
2016-04-12,exit,1,25.03590583801269,,,10023.530306551107,10.023530306551107
2016-04-15,entry,-1,24.902162551879883,33841.13172741077,843.5609241397025,,
2016-04-18,exit,-1,24.36490058898925,,,17338.835495093594,17.338835495093594
2016-04-19,entry,-1,24.23569107055664,35451.68734865425,860.0561987106564,,
2016-04-20,exit,-1,24.28555679321289,,,-2627.020151536026,-2.627020151536026
2016-04-26,entry,-1,23.655351638793945,36174.16330580818,856.5691223604097,,
2016-04-29,exit,-1,21.25014305114746,,,86150.69568081813,86.15069568081812
2016-05-02,entry,1,21.227474212646484,44325.64026432241,941.8632489188675,,
2016-05-03,exit,1,21.576583862304688,,,14533.587357883189,14.533587357883187
2016-05-13,entry,1,20.64512825012207,46233.64439739725,955.4549730278318,,
2016-05-16,exit,1,21.41146278381348,,,34475.93880207907,34.47593880207907
2016-05-16,entry,-1,21.41146278381348,46142.876429111544,988.975456856883,,
2016-05-17,exit,-1,21.32250595092773,,,3116.73766597223,3.11673766597223
2016-05-19,entry,1,21.484437942504883,46085.08346816424,991.1032190659984,,
2016-05-25,exit,1,22.72058868408203,,,55977.99798896907,55.97799798896907
2016-06-09,entry,-1,22.727434158325195,45981.610437941126,1046.0901138359013,,
2016-06-10,exit,-1,22.5404109954834,,,7554.582192941064,7.554582192941065
2016-06-16,entry,-1,22.24847984313965,47263.723846433364,1052.5986059150066,,
2016-06-17,exit,-1,21.74216079711914,,,22878.977561993775,22.878977561993775
2016-06-23,entry,-1,21.917774200439453,48971.69530401921,1074.4249848710854,,
2016-06-27,exit,-1,20.99180221557617,,,44273.06734289645,44.27306734289645
2016-06-27,entry,1,20.99180221557617,53187.71547749343,1117.6236272291105,,
2016-06-29,exit,1,21.5300521850586,,,27511.780228999265,27.511780228999267
2016-06-30,entry,1,21.80373764038086,52416.41524480784,1144.0177838308807,,
2016-07-01,exit,1,21.86987495422364,,,2323.8071395123125,2.3238071395123123
2016-07-08,entry,1,22.050052642822266,51884.337608862246,1145.1975731865623,,
2016-07-12,exit,1,22.21882438659668,,,7612.5577572147195,7.612557757214719
2016-07-13,entry,1,22.0933895111084,52075.000436612485,1151.6649333705902,,
2016-07-14,exit,1,22.531295776367188,,,21653.455686109566,21.653455686109567
2016-07-15,entry,1,22.529016494750977,51977.171647596566,1172.1667241233292,,
2016-07-18,exit,1,22.768489837646484,,,11276.152491304352,11.276152491304352
2016-07-26,entry,1,22.04777717590332,53569.501803178006,1182.2707098905103,,
2016-07-28,exit,1,23.79709243774414,,,92528.858634328,92.528858634328
2016-08-05,entry,1,24.64603614807129,51624.67801609152,1273.6172978149477,,
2016-08-08,exit,1,24.85011863708496,,,9263.349103536213,9.263349103536212
2016-08-12,entry,1,24.806549072265625,51612.39553560015,1281.6070296206692,,
2016-08-15,exit,1,25.10465240478516,,,14105.501685887717,14.105501685887717
2016-09-08,entry,-1,24.19659423828125,53442.91351990347,1294.4309242769364,,
2016-09-09,exit,-1,23.64854621887207,,,27996.14641268651,27.996146412686514
2016-09-09,entry,1,23.64854621887207,55809.414029533094,1321.132639765346,,
2016-09-15,exit,1,26.50113677978516,,,157881.59616361107,157.88159616361108
2016-10-03,entry,1,25.8017520904541,57213.76614311628,1477.6931032891919,,
2016-10-04,exit,1,25.91181373596192,,,4820.825837225053,4.820825837225053
2016-10-07,entry,1,26.154890060424805,56568.97032902588,1481.0362360231277,,
2016-10-10,exit,1,26.611204147338867,,,24333.662843571034,24.333662843571034
2016-10-31,entry,-1,26.035642623901367,57704.931484534136,1503.8888626306755,,
2016-11-01,exit,-1,25.565561294555664,,,25623.625928284477,25.623625928284476
2016-11-04,entry,1,25.086036682128903,60849.811009966594,1528.0085996963294,,
2016-11-07,exit,1,25.447895050048828,,,20492.53270920579,20.492532709205786
2016-11-09,entry,-1,25.556224822998047,60471.613526083245,1546.973123805839,,
2016-11-14,exit,-1,24.3646183013916,,,70512.94289906329,70.51294289906329
2016-11-14,entry,1,24.3646183013916,66256.86208247769,1615.9390935810964,,
2016-11-16,exit,1,25.351089477539062,,,63746.161511854356,63.74616151185436
2016-12-05,entry,1,25.14826393127441,66660.31704075636,1678.0693159993693,,
2016-12-07,exit,1,25.59079933166504,,,27823.158845113983,27.823158845113984
2016-12-13,entry,1,26.549617767333984,64125.60082946593,1704.2144055284841,,
2016-12-14,exit,1,26.549617767333984,,,-1702.5101911229556,-1.7025101911229554
2017-01-31,entry,1,27.96940803527832,60748.76061401752,1700.8076809318327,,
2017-02-01,exit,1,29.675004959106445,,,101913.79235638854,101.91379235638853
2017-03-17,entry,1,32.40554428100586,55521.96961543628,1801.0206656072894,,
2017-03-20,exit,1,32.745826721191406,,,17093.931659706766,17.093931659706765
2017-03-21,entry,1,32.37080764770508,56053.50607164805,1816.313576601389,,
2017-03-22,exit,1,32.7365608215332,,,18687.250486874564,18.68725048687456
2017-04-28,entry,1,33.25278091430664,55073.62929186569,1833.184513511662,,
2017-05-04,exit,1,33.91946029663086,,,34885.10182965587,34.885101829655866
2017-05-05,entry,1,34.481964111328125,54067.98140551657,1866.2364308278065,,
2017-05-08,exit,1,35.41947937011719,,,48825.18738519811,48.82518738519811
2017-05-16,entry,-1,36.137481689453125,52889.19141696059,1913.195381782177,,
2017-05-17,exit,-1,34.92414093017578,,,62261.32948501934,62.261329485019345
2017-05-17,entry,1,34.92414093017578,56452.92682535299,1973.543515885414,,
2017-05-18,exit,1,35.45643615722656,,,28078.053529812878,28.07805352981288
2017-06-08,entry,-1,36.025909423828125,55450.32477520651,1999.6480258993415,,
2017-06-12,exit,-1,33.80146026611328,,,121348.7798633492,121.3487798633492
2017-06-12,entry,1,33.80146026611328,62626.82570259464,2118.9971577367915,,
2017-06-13,exit,1,34.07341003417969,,,14914.472563976808,14.914472563976808
2017-06-28,entry,-1,33.89676284790039,62827.85321023073,2131.7926331430317,,
2017-06-29,exit,-1,33.39699935913086,,,29269.406271735013,29.269406271735015
2017-07-07,entry,1,33.51322555541992,64355.82611910176,2158.9302467816233,,
2017-07-10,exit,1,33.71778106689453,,,11007.567611629043,11.007567611629042
2017-07-31,entry,1,34.570838928222656,62642.71196191253,2167.7788841464712,,
2017-08-02,exit,1,36.52565383911133,,,120289.29629638845,120.28929629638844
2017-08-10,entry,1,36.2443962097168,63006.00202976861,2285.900401558713,,
2017-08-14,exit,1,37.30148315429688,,,64319.2076746976,64.3192076746976
2017-09-01,entry,-1,38.28153991699219,61271.98070425258,2347.933708831852,,
2017-09-05,exit,-1,37.82186126708984,,,25819.835591850697,25.819835591850698
2017-09-13,entry,-1,37.25479507446289,63590.04794870183,2371.405610714871,,
2017-09-14,exit,-1,36.93510818481445,,,17959.870436211335,17.959870436211332
2017-09-19,entry,-1,37.04011154174805,64379.04699010226,2386.9940755403672,,
2017-09-21,exit,-1,35.79401397705078,,,77837.96659043242,77.83796659043242
2017-09-25,entry,1,35.13128662109375,70022.55936536539,2462.445048055259,,
2017-09-26,exit,1,35.735687255859375,,,39861.6967253333,39.8616967253333
2017-10-19,entry,1,36.39840698242188,68611.36688314032,2499.844299732537,,
2017-10-23,exit,1,36.44272613525391,,,543.453199475659,0.543453199475659
2017-10-26,entry,1,36.73209381103516,67934.87007740285,2497.88790863228,,
2017-10-31,exit,1,39.445987701416016,,,181872.63882615694,181.87263882615693
2017-11-02,entry,1,39.22897720336914,68178.82054443547,2677.2626595498045,,
2017-11-06,exit,1,40.661746978759766,,,95009.96800095828,95.00996800095828
2017-11-13,entry,-1,40.74235153198242,67910.31115016485,2769.5953648912127,,
2017-11-14,exit,-1,40.12643814086914,,,39060.04426252979,39.060044262529786
2017-12-01,entry,-1,40.05853271484375,69974.6031121199,2805.885813788852,,
2017-12-04,exit,-1,39.76578140258789,,,17682.076957680983,17.682076957680984
2017-12-26,entry,1,39.94610977172852,70543.5713022093,2820.7620049327434,,
2017-12-27,exit,1,39.95312881469727,,,-2322.7928847885246,-2.322792884788525
2018-01-26,entry,-1,40.166236877441406,70029.03558467873,2815.618450043022,,
2018-01-29,exit,-1,39.33486175537109,,,55407.595176086055,55.407595176086055
2018-02-01,entry,-1,39.29270935058594,72922.99929680384,2868.210426769065,,
2018-02-05,exit,-1,36.64868927001953,,,189944.53225953697,189.94453225953697
2018-02-05,entry,1,36.64868927001953,83283.50952376651,3055.286748601833,,
2018-02-06,exit,1,38.1802978515625,,,124505.50642576313,124.50550642576313
2018-02-06,entry,-1,38.1802978515625,83120.36337822439,3176.736968278994,,
2018-02-08,exit,-1,36.33487319946289,,,150218.80743834213,150.21880743834214
2018-02-08,entry,1,36.33487319946289,91384.80383521446,3323.779038749057,,
2018-02-12,exit,1,38.260719299316406,,,172672.61279221607,172.67261279221606
2018-02-13,entry,1,38.644004821777344,90302.09888245024,3493.127872502524,,
2018-02-15,exit,1,40.67803192138672,,,180187.28153387923,180.18728153387923
2018-02-22,entry,1,40.562801361083984,90382.12552190859,3669.822026163901,,
2018-02-26,exit,1,42.08420944213867,,,133841.9439477931,133.84194394779308
2018-02-28,entry,-1,41.88431930541992,90635.2118618819,3799.99414808553,,
2018-03-01,exit,-1,41.150672912597656,,,62698.002091214024,62.69800209121402
2018-03-20,entry,-1,41.20711135864258,93552.62081636048,3858.8921560286585,,
2018-03-21,exit,-1,40.27356719970703,,,83480.46945235274,83.48046945235275
2018-03-23,entry,1,38.78509140014648,101445.55749523896,3938.5137333249827,,
2018-03-26,exit,1,40.62628936767578,,,182846.77905551944,182.84677905551942
2018-03-26,entry,-1,40.62628936767578,101247.3607772132,4117.421998647177,,
2018-03-28,exit,-1,39.147216796875,,,145638.88961489836,145.63888961489837
2018-04-03,entry,1,39.59635925292969,107451.4072271017,4258.9434662634285,,
2018-04-05,exit,1,40.63334274291992,,,107170.65074792465,107.17065074792464
2018-04-05,entry,-1,40.63334274291992,107239.35133618333,4361.855173545089,,
2018-04-06,exit,-1,39.59400939941406,,,107099.94026126343,107.09994026126344
2018-04-06,entry,1,39.59400939941406,112646.5526737027,4464.593258632808,,
2018-04-10,exit,1,40.73917007446289,,,124538.27363636659,124.53827363636658
2018-04-18,entry,-1,41.818485260009766,109522.91178397553,4584.666939010542,,
2018-04-20,exit,-1,38.96851348876953,,,307557.1246162932,307.5571246162932
2018-04-30,entry,1,38.8603401184082,125648.71389219182,4887.639396687824,,
2018-05-07,exit,1,43.53976058959961,,,583080.4122087033,583.0804122087034
2018-05-31,entry,1,44.11130142211914,123786.10835073428,5465.832169499839,,
2018-06-01,exit,1,44.90680313110352,,,93011.69440420467,93.01169440420468
2018-06-26,entry,1,43.53533172607422,127432.69509486938,5553.378031734544,,
2018-06-27,exit,1,43.47160339355469,,,-13668.897820568685,-13.668897820568684
2018-07-05,entry,1,43.764305114746094,126327.18800471771,5534.155755882241,,
2018-07-09,exit,1,44.987060546875,,,148938.63375821183,148.93863375821184
2018-07-31,entry,1,44.91859817504883,126270.25116739454,5677.56023388457,,
2018-08-02,exit,1,48.95512008666992,,,504020.75294943637,504.02075294943637
2018-08-30,entry,1,53.30540466308594,115743.00133671185,6175.903426600122,,
2018-08-31,exit,1,53.92128753662109,,,65114.40473166318,65.11440473166317
2018-09-05,entry,-1,53.74125671386719,115899.91501575871,6234.841927905185,,
2018-09-07,exit,-1,52.42182922363281,,,146692.9269016426,146.6929269016426
2018-09-10,entry,1,51.71828842163086,123146.47114660274,6375.300012878922,,
2018-09-11,exit,1,53.025875091552734,,,154655.7594063505,154.6557594063505
2018-09-20,entry,-1,52.12099075317383,125037.08769970521,6523.580472272393,,
2018-09-21,exit,-1,51.5595817565918,,,63679.88904923083,63.67988904923083
2018-10-09,entry,-1,53.74125671386719,122329.77875956765,6580.736780849352,,
2018-10-10,exit,-1,51.25164031982422,,,297980.06663540046,297.9800666354004
2018-10-11,entry,1,50.7991943359375,135145.13496400908,6872.136110703903,,
2018-10-12,exit,1,52.613712310791016,,,238358.0126316056,238.35801263160562
2018-10-12,entry,-1,52.613712310791016,134879.63600283896,7103.621987224805,,
2018-10-15,exit,-1,51.48851013183594,,,144670.34196182463,144.67034196182462
2018-10-15,entry,1,51.48851013183594,140496.3456889651,7241.188707199404,,
2018-10-16,exit,1,52.623172760009766,,,152182.00532976765,152.18200532976763
2018-10-17,entry,-1,52.395774841308594,140827.06891244944,7386.129523821973,,
2018-10-18,exit,-1,51.17109680175781,,,165089.0752770832,165.0890752770832
2018-10-23,entry,-1,52.76057052612305,142839.40757187715,7543.8324695752335,,
2018-10-24,exit,-1,50.950801849365234,,,250969.9969931203,250.96999699312028
2018-10-24,entry,1,50.950801849365234,152685.94591434483,7787.25863409878,,
2018-10-25,exit,1,52.0665168762207,,,162574.5328708112,162.5745328708112
2018-10-26,entry,-1,51.237422943115234,154849.78374567648,7942.045908335492,,
2018-10-29,exit,-1,50.27568054199219,,,140991.49897052432,140.99149897052433
2018-10-29,entry,1,50.27568054199219,160455.71495145446,8075.095361397681,,
2018-11-01,exit,1,52.63975524902344,,,371262.2770493132,371.2622770493132
2018-11-01,entry,-1,52.63975524902344,160142.1629083068,8438.282543085596,,
2018-11-05,exit,-1,47.75288772583008,,,774163.6907500023,774.1636907500023
2018-11-06,entry,1,48.26930236816406,190489.67961479462,9204.007951292513,,
2018-11-07,exit,1,49.73322677612305,,,269667.6875090436,269.6676875090436
2018-11-08,entry,-1,49.5597038269043,190780.13848191334,9464.471630850263,,
2018-11-14,exit,-1,44.4038314819336,,,974183.0328093573,974.1830328093572
2018-11-14,entry,1,44.4038314819336,234636.5314460708,10429.190192028771,,
2018-11-16,exit,1,46.00358200073242,,,364941.1519081709,364.94115190817087
2018-11-16,entry,-1,46.00358200073242,234175.64422308793,10783.702153744913,,
2018-11-20,exit,-1,42.06952667236328,,,910487.0224785241,910.4870224785241
2018-11-21,entry,-1,42.02199172973633,277752.7096683586,11683.405474069692,,
2018-11-23,exit,-1,40.95466232299805,,,284781.91276168363,284.78191276168366
2018-11-23,entry,1,40.95466232299805,291652.93521828164,11956.503981357306,,
2018-11-28,exit,1,43.01084899902344,,,587748.3319421512,587.7483319421513
2018-11-28,entry,-1,43.01084899902344,291083.8498861774,12532.295809318099,,
2018-11-29,exit,-1,42.680442810058594,,,83656.14199659777,83.65614199659777
2018-11-30,entry,1,42.44987106323242,296604.34579635976,12603.41965550538,,
2018-12-03,exit,1,43.93315887451172,,,427358.79465636035,427.3587946563604
2018-12-03,entry,-1,43.93315887451172,296021.43776237324,13018.175030506234,,
2018-12-07,exit,-1,40.0513916015625,,,1136081.1723418788,1136.0811723418788
2018-12-10,entry,-1,40.31524658203125,350415.73567074054,14141.238027817608,,
2018-12-11,exit,-1,40.08466720581055,,,66671.54495908835,66.67154495908835
2018-12-13,entry,-1,40.63615798950195,348939.84244468476,14193.768334748878,,
2018-12-14,exit,-1,39.33588409423828,,,439537.79358182807,439.53779358182805
2018-12-17,entry,1,38.96982955932617,374764.10373831994,14619.112359995957,,
2018-12-18,exit,1,39.47613906860352,,,175142.13621087902,175.14213621087902
2018-12-18,entry,-1,39.47613906860352,374019.75210402213,14779.63538384684,,
2018-12-24,exit,-1,34.90263366699219,,,1695816.5008086148,1695.8165008086148
2018-12-24,entry,1,34.90263366699219,471145.29332993604,16460.67224927161,,
2018-12-26,exit,1,37.36054229736328,,,1141587.8710573479,1141.587871057348
2018-12-26,entry,-1,37.36054229736328,470234.43901860813,17585.799448079684,,
