# GitHub: https://github.com/DiyarErol/Apple_Financial_and_Social_Analysis_Dataset
# Author: Diyar Erol
date,close,high,low,open,volume,apple iphone,macbook
2015-01-02,24.237548828125,24.705318351259162,23.798598610986176,24.694233092060063,212818400,24.0,70.0
2015-01-05,23.55474281311035,24.08680322434,23.368522599435355,24.00699407808688,257142000,24.0,70.0
2015-01-06,23.55695915222168,23.816338020280458,23.19560061965636,23.61903255400942,263188400,24.0,70.0
2015-01-07,23.887271881103516,23.987032432828137,23.654495005248968,23.765340814442027,160423600,24.0,70.0
2015-01-08,24.805082321166992,24.8627226324375,24.097885309857276,24.21538332281689,237458000,24.0,70.0
2015-01-09,24.83168601989746,25.106583234710648,24.432640311803063,24.97800165194986,214798000,24.0,70.0
2015-01-12,24.21981430053711,24.96913151622689,24.12005372825121,24.962481036924252,198603200,24.0,70.0
2015-01-13,24.434856414794922,25.006821335803178,24.144440865044796,24.703103135568583,268367600,24.0,70.0
2015-01-14,24.341745376586914,24.494711474568152,24.05354553692245,24.173259238412005,195826400,24.0,70.0
2015-01-15,23.681108474731445,24.399389143979025,23.645638680525572,24.386088182573513,240056000,24.0,70.0
2015-01-16,23.49709701538086,23.849587610976112,23.321960412602127,23.727656529493125,314053200,24.0,70.0
2015-01-20,24.10232162475586,24.157744549135312,23.610165785646576,23.907231848461198,199599600,24.0,70.0
2015-01-21,24.28632354736328,24.62107675709558,24.00255678407537,24.153307189951693,194303600,24.0,70.0
2015-01-22,24.918140411376953,24.93365875835831,24.32400675479041,24.443720442092136,215185600,24.0,70.0
2015-01-23,25.04672622680664,25.217428072632536,24.725272282705173,24.895975819904326,185859200,24.0,70.0
2015-01-26,25.073328018188477,25.352660001314483,25.006821530740638,25.21521055439176,222460000,24.0,70.0
2015-01-27,24.19542694091797,24.93587794352709,24.17104072370978,24.922575294176113,382274800,24.0,70.0
2015-01-28,25.563264846801758,26.186219563325192,25.563264846801758,26.077589431824446,585908400,24.0,70.0
2015-01-29,26.359146118164062,26.423436920592042,25.618694886212186,25.787181068734693,337745600,24.0,70.0
2015-01-30,25.973400115966797,26.603003725613746,25.9046745395417,26.248297347546913,334982000,24.0,70.0
2015-02-02,26.29928207397461,26.41899577815114,25.73396933307641,26.17070219145008,250956400,21.0,66.0
2015-02-03,26.3037109375,26.40125409974456,26.073151450732524,26.27045685636927,207662800,21.0,66.0
2015-02-04,26.505455017089844,26.71606311438626,26.22834043488918,26.2704623926231,280598800,21.0,66.0
2015-02-05,26.69463539123535,26.75917990136998,26.54106391201681,26.712439426613575,168984800,21.0,66.0
2015-02-06,26.46984100341797,26.76362879419322,26.363008307659655,26.712437738339673,174826400,21.0,66.0
2015-02-09,26.645671844482422,26.67237874794815,26.358560745887814,26.385269347401834,155559200,21.0,66.0
2015-02-10,27.157581329345703,27.186516080003994,26.7436089310337,26.745833374892996,248034000,21.0,66.0
2015-02-11,27.794116973876953,27.80301984182764,27.26440906617443,27.324501302281014,294247200,21.0,66.0
2015-02-12,28.145771026611328,28.372789901407252,27.947686895532566,28.056744050182502,297898000,21.0,66.0
2015-02-13,28.28376579284668,28.328278436550338,27.96549546602483,28.328278436550338,217088800,21.0,66.0
2015-02-17,28.450685501098633,28.684381082518065,28.2481491041287,28.375011983115424,252609600,21.0,66.0
2015-02-18,28.648778915405273,28.662132370775968,28.36611832436807,28.406180388528906,179566800,21.0,66.0
2015-02-19,28.58868408203125,28.71777314010031,28.561977172119512,28.595360809509188,149449600,21.0,66.0
2015-02-20,28.822378158569336,28.822378158569336,28.499657229063484,28.62651844031598,195793600,21.0,66.0
2015-02-23,29.601362228393555,29.601362228393555,28.857990488247626,28.93811461207815,283896400,21.0,66.0
2015-02-24,29.416627883911133,29.734899896206425,29.194061278089517,29.588005121300906,276912400,21.0,66.0
2015-02-25,28.664348602294922,29.2897635504534,28.52190612565482,29.2808589853591,298846800,21.0,66.0
2015-02-26,29.027132034301758,29.127286312902026,28.179153934805036,28.66434743367123,365150000,21.0,66.0
2015-02-27,28.590904235839844,29.060519853426552,28.541939316766616,28.93365527325596,248059200,21.0,66.0
2015-03-02,28.73112678527832,28.99598163064792,28.555300633699616,28.76673826279468,192386800,24.0,81.0
2015-03-03,28.791208267211914,28.82681972931436,28.508547805429682,28.702183008051755,151265200,24.0,81.0
